State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,Unemployment
Alabama,Autauga County,55036,26899,28137,2.7,75.4,18.9,0.3,0.9,0.0,55317,27824,13.7,5.2
Alabama,Baldwin County,203360,99527,103833,4.4,83.1,9.5,0.8,0.7,0.0,52562,29364,11.8,5.5
Alabama,Barbour County,26201,13976,12225,4.2,45.7,47.8,0.2,0.6,0.0,33368,17561,27.2,12.4
Alabama,Bibb County,22580,12251,10329,2.4,74.6,22.0,0.4,0.0,0.0,43404,20911,15.2,8.2
Alabama,Blount County,57667,28490,29177,9.0,87.4,1.5,0.3,0.1,0.0,47412,22021,15.6,4.9
Alabama,Bullock County,10478,5616,4862,0.3,21.6,75.6,1.0,0.7,0.0,29655,20856,28.5,12.1
Alabama,Butler County,20126,9416,10710,0.3,52.2,44.7,0.1,1.1,0.0,36326,19004,24.4,7.6
Alabama,Calhoun County,115527,55593,59934,3.6,72.7,20.4,0.2,1.0,0.0,43686,23638,18.6,10.1
Alabama,Chambers County,33895,16320,17575,2.2,56.2,39.3,0.3,1.0,0.0,37342,22002,18.8,6.4
Alabama,Cherokee County,25855,12862,12993,1.6,91.8,5.0,0.5,0.1,0.0,40041,23010,16.1,5.3
Alabama,Chilton County,43805,21554,22251,7.7,80.4,9.5,0.4,0.4,0.0,43501,23368,19.4,6.7
Alabama,Choctaw County,13188,6277,6911,0.5,56.3,42.1,0.0,0.1,0.0,32122,20994,22.3,9.8
Alabama,Clarke County,24625,11649,12976,0.2,53.0,45.7,0.1,0.5,0.1,33827,20765,25.3,15.2
Alabama,Clay County,13407,6471,6936,3.1,80.2,14.7,0.9,0.0,0.0,37287,21330,19.1,6.4
Alabama,Cleburne County,14939,7367,7572,2.4,92.7,2.8,0.3,0.5,0.0,37396,20873,19.1,7.8
Alabama,Coffee County,51073,25225,25848,6.7,71.0,17.1,1.0,1.3,0.0,49821,26216,16.1,6.0
Alabama,Colbert County,54435,26143,28292,2.4,78.8,15.9,0.7,0.5,0.0,45477,23675,16.8,6.9
Alabama,Conecuh County,12649,6040,6609,1.8,50.3,46.3,0.2,0.0,0.0,30434,16337,26.4,14.5
Alabama,Coosa County,10955,5474,5481,0.1,65.3,33.2,0.1,0.0,0.0,34792,20342,14.4,11.3
Alabama,Covington County,37519,18133,19386,1.6,83.5,13.0,0.3,0.4,0.0,39467,22431,17.6,10.7
Alabama,Crenshaw County,13866,6786,7080,1.8,71.2,23.1,0.8,1.4,0.0,38937,21580,17.6,6.4
Alabama,Cullman County,81703,40223,41480,4.2,92.3,1.1,0.4,0.6,0.0,40997,21857,16.4,5.8
Alabama,Dale County,49393,24524,24869,6.1,69.5,19.2,0.5,0.9,0.0,44711,23194,19.6,10.4
Alabama,Dallas County,40755,18809,21946,1.0,27.7,70.2,0.0,0.4,0.0,30065,18248,31.9,13.7
Alabama,DeKalb County,71194,35328,35866,14.3,80.8,1.4,1.2,0.3,0.1,38842,20020,21.5,5.1
Alabama,Elmore County,80989,39357,41632,2.9,73.4,21.2,0.3,0.6,0.0,54981,26251,13.5,7.3
Alabama,Escambia County,37621,19326,18295,2.2,60.2,32.2,3.6,0.4,0.1,35026,18164,23.8,13.7
Alabama,Etowah County,103132,49738,53394,3.7,78.3,15.4,0.5,0.7,0.1,42064,22278,17.9,7.6
Alabama,Fayette County,16657,8191,8466,1.7,85.0,11.5,0.0,0.5,0.0,36541,21191,18.1,8.4
Alabama,Franklin County,31507,15818,15689,16.3,77.7,4.7,0.2,0.4,0.1,39501,19314,23.0,8.2
Alabama,Geneva County,26572,13008,13564,3.8,84.0,9.2,0.6,0.4,0.0,39293,21084,22.5,8.9
Alabama,Greene County,8533,4058,4475,1.2,17.1,80.3,0.6,0.0,0.0,20954,14197,38.8,14.8
Alabama,Hale County,14995,7049,7946,1.3,39.5,58.7,0.2,0.2,0.0,34679,20269,26.1,11.7
Alabama,Henry County,17110,8208,8902,2.5,68.7,27.8,0.0,0.0,0.0,45569,23983,13.7,6.7
Alabama,Houston County,104108,49905,54203,3.2,67.2,26.5,0.3,0.8,0.0,42803,24781,18.5,7.6
Alabama,Jackson County,52326,25712,26614,2.9,89.3,3.2,1.0,0.5,0.1,39281,20946,19.0,7.7
Alabama,Jefferson County,659460,312333,347127,3.7,50.4,42.4,0.2,1.5,0.0,49321,29456,17.6,7.7
Alabama,Lamar County,14021,6875,7146,1.5,86.0,10.8,0.3,0.0,0.0,36016,21152,23.1,7.9
Alabama,Lauderdale County,92590,44263,48327,2.5,84.9,9.8,0.4,0.7,0.0,44888,25803,16.3,6.6
Alabama,Lawrence County,33288,16164,17124,2.1,76.6,11.4,5.2,0.1,0.0,43779,22419,16.6,7.2
Alabama,Lee County,156597,77172,79425,3.7,67.6,22.9,0.1,3.8,0.0,47564,26170,22.0,5.7
Alabama,Limestone County,91695,45889,45806,5.8,77.2,13.1,0.7,1.2,0.0,52831,26685,14.8,7.1
Alabama,Lowndes County,10362,4896,5466,0.7,24.3,74.4,0.1,0.0,0.0,29785,18976,30.2,11.2
Alabama,Macon County,19358,8933,10425,1.6,15.5,81.5,0.2,0.2,0.0,32308,19564,25.9,14.5
Alabama,Madison County,353213,172568,180645,4.7,65.1,24.0,0.6,2.5,0.1,61318,34232,13.6,6.5
Alabama,Marengo County,19743,9235,10508,0.4,45.1,54.1,0.1,0.0,0.0,32255,22996,25.6,12.8
Alabama,Marion County,30058,14880,15178,2.5,91.9,3.2,0.4,0.3,0.0,35719,21835,17.6,5.5
Alabama,Marshall County,94738,46771,47967,13.3,81.8,2.2,0.5,0.6,0.1,41104,22710,21.0,6.5
Alabama,Mobile County,414328,197968,216360,2.8,57.5,35.2,0.6,1.9,0.0,45802,24347,19.3,7.5
Alabama,Monroe County,21745,10355,11390,1.3,54.5,40.8,1.3,0.5,0.0,26036,17264,33.7,21.6
Alabama,Montgomery County,227120,107470,119650,3.4,35.2,57.1,0.1,2.4,0.0,46545,26712,20.8,7.6
Alabama,Morgan County,119157,58761,60396,8.0,76.4,12.3,0.5,0.7,0.0,47529,25013,16.6,6.5
Alabama,Perry County,9680,4630,5050,0.7,29.4,69.6,0.1,0.2,0.0,22973,13449,41.9,11.8
Alabama,Pickens County,20170,9601,10569,4.1,54.1,40.5,0.1,0.1,0.0,36220,20089,22.9,12.2
Alabama,Pike County,33287,15897,17390,0.8,56.4,37.9,0.6,2.2,0.0,35684,20808,26.3,8.7
Alabama,Randolph County,22530,10998,11532,3.0,75.3,19.4,0.2,0.2,0.2,39485,20983,18.7,5.8
Alabama,Russell County,58480,28424,30056,5.2,47.8,42.4,0.4,0.7,0.2,38988,21279,20.9,9.7
Alabama,St. Clair County,86937,43469,43468,2.3,86.2,9.3,0.2,0.8,0.0,53483,24686,13.7,5.8
Alabama,Shelby County,208721,101420,107301,5.8,78.5,11.7,0.2,1.9,0.0,74063,35330,8.3,4.3
Alabama,Sumter County,13084,6033,7051,0.3,24.6,70.7,0.5,3.0,0.0,21663,14739,36.0,13.4
Alabama,Talladega County,80888,39140,41748,2.2,63.1,32.1,0.3,0.6,0.0,39219,21382,19.3,10.0
Alabama,Tallapoosa County,40756,19616,21140,2.4,68.9,27.2,0.4,0.4,0.0,42181,22430,21.2,9.2
Alabama,Tuscaloosa County,204424,98725,105699,3.5,62.4,31.2,0.1,1.5,0.0,50513,24895,17.3,6.7
Alabama,Walker County,64927,31709,33218,2.4,89.4,6.0,0.1,0.5,0.0,38872,21217,21.5,10.0
Alabama,Washington County,16746,8342,8404,0.5,65.1,24.6,7.5,0.9,0.0,42185,23239,22.0,11.0
Alabama,Wilcox County,10919,5096,5823,0.5,26.9,72.1,0.1,0.0,0.0,27012,15774,31.9,17.2
Alabama,Winston County,23968,11850,12118,3.0,94.1,0.5,0.3,0.3,0.0,35362,20580,18.7,9.4
Alaska,Aleutians East Borough,3338,2049,1289,9.7,15.5,4.8,37.4,26.1,1.4,66607,31254,16.7,2.4
Alaska,Aleutians West Census Area,5784,3539,2245,13.5,24.8,5.0,11.5,37.7,2.6,85192,35998,7.5,1.9
Alaska,Anchorage Municipality,298225,152311,145914,8.9,59.2,5.2,6.8,9.2,2.3,82271,38977,8.1,5.8
Alaska,Bethel Census Area,17957,9435,8522,2.2,10.2,0.7,82.0,0.9,0.0,53853,18654,27.0,19.3
Alaska,Bristol Bay Borough,917,532,385,4.5,50.3,0.4,34.4,1.4,0.3,79500,42002,7.1,6.8
Alaska,Denali Borough,2303,1168,1135,0.7,82.7,0.2,2.2,4.7,0.0,83295,33084,15.5,1.9
Alaska,Dillingham Census Area,4974,2585,2389,3.1,16.2,0.4,72.0,1.5,0.0,58708,24647,16.6,11.4
Alaska,Fairbanks North Star Borough,100031,53967,46064,7.7,71.1,4.0,6.3,3.0,0.4,76250,35328,7.7,8.0
Alaska,Haines Borough,2537,1323,1214,2.8,79.0,0.0,7.5,3.9,0.2,70640,35907,8.4,2.7
Alaska,Hoonah-Angoon Census Area,2146,1123,1023,5.5,43.6,2.7,37.3,2.7,0.1,57900,33704,11.1,11.7
Alaska,Juneau City and Borough,32434,16663,15771,6.4,65.4,1.0,10.8,6.7,1.0,90749,41904,7.4,4.8
Alaska,Kenai Peninsula Borough,57961,30261,27700,4.0,81.0,0.5,7.1,1.5,0.3,65279,33336,11.0,8.6
Alaska,Ketchikan Gateway Borough,13745,7065,6680,4.8,64.4,0.5,13.5,7.8,0.0,67321,33771,10.6,7.0
Alaska,Kodiak Island Borough,13773,7370,6403,8.9,50.1,0.2,12.7,22.1,0.9,74167,32625,9.3,5.3
Alaska,Kusilvak Census Area,8129,4342,3787,1.6,3.8,0.4,89.6,0.5,0.0,36468,11693,39.1,28.8
Alaska,Lake and Peninsula Borough,1301,661,640,1.5,21.8,0.7,66.7,2.2,0.2,45208,23434,16.5,13.2
Alaska,Matanuska-Susitna Borough,101135,52767,48368,4.6,79.9,1.0,5.0,1.3,0.2,74887,30409,9.8,9.8
Alaska,Nome Census Area,9869,5250,4619,2.4,14.9,0.8,73.0,1.4,0.3,53821,20952,24.9,16.6
Alaska,North Slope Borough,9757,6097,3660,4.1,31.3,0.5,50.9,5.6,1.6,77266,48777,10.2,9.5
Alaska,Northwest Arctic Borough,7715,4168,3547,2.5,11.1,0.5,81.6,0.9,0.0,61533,21879,25.3,20.1
Alaska,Petersburg Borough,3275,1724,1551,10.6,67.1,0.6,6.6,6.7,1.1,63490,35044,7.8,4.8
Alaska,Prince of Wales-Hyder Census Area,6473,3509,2964,3.7,45.3,0.2,39.8,1.1,0.6,52114,26695,16.0,13.5
Alaska,Sitka City and Borough,8810,4520,4290,6.3,62.4,1.0,13.1,6.7,0.4,70765,36617,9.2,5.0
Alaska,Skagway Municipality,1038,594,444,6.8,78.6,0.2,5.3,4.0,0.0,70673,39376,5.6,7.9
Alaska,Southeast Fairbanks Census Area,6889,3813,3076,5.2,74.9,1.4,11.5,1.9,0.0,63866,31051,13.9,12.5
Alaska,Valdez-Cordova Census Area,9439,4901,4538,4.8,70.2,0.1,13.3,2.8,0.6,86019,37935,7.4,7.5
Alaska,Wrangell City and Borough,2475,1280,1195,3.2,64.4,0.2,20.6,3.1,0.0,56094,29943,11.7,7.0
Alaska,Yakutat City and Borough,682,366,316,5.6,43.7,0.9,28.3,5.4,1.3,64583,32393,6.2,6.5
Alaska,Yukon-Koyukuk Census Area,5453,2936,2517,2.1,21.3,0.1,70.4,0.7,0.0,37819,21057,25.5,19.7
Arizona,Apache County,71602,35355,36247,6.1,18.5,0.5,72.8,0.3,0.1,32360,13865,35.9,14.1
Arizona,Cochise County,126516,64094,62422,35.0,55.7,3.6,0.9,1.8,0.4,47847,24896,18.1,7.6
Arizona,Coconino County,138639,68264,70375,13.9,54.3,1.2,25.8,1.8,0.1,53523,25722,21.0,8.3
Arizona,Gila County,53145,26284,26861,18.6,62.8,0.4,15.6,0.9,0.0,41179,22433,21.9,11.7
Arizona,Graham County,37700,20233,17467,32.5,51.2,1.8,12.6,0.7,0.2,48173,17874,21.4,12.2
Arizona,Greenlee County,9368,4997,4371,46.4,47.6,2.0,3.6,0.4,0.0,56298,24935,11.5,7.6
Arizona,La Paz County,20477,10530,9947,26.3,58.7,0.8,11.1,0.8,0.2,36479,21707,19.7,9.5
Arizona,Maricopa County,4155501,2055464,2100037,30.6,56.3,5.1,1.5,3.9,0.2,58580,30186,15.7,6.0
Arizona,Mohave County,204691,103175,101516,15.9,78.0,1.0,2.1,1.2,0.1,41567,23527,18.6,10.1
Arizona,Navajo County,107902,54037,53865,11.2,41.6,0.7,43.2,0.6,0.1,38798,17685,29.1,16.3
Arizona,Pima County,1007257,495714,511543,36.6,52.6,3.2,2.4,2.6,0.1,48676,27323,18.3,8.4
Arizona,Pinal County,405537,211665,193872,29.6,57.4,4.3,4.3,1.6,0.3,52628,22944,15.5,7.8
Arizona,Santa Cruz County,46358,22229,24129,83.4,15.0,0.3,0.2,0.8,0.0,39630,19482,21.8,8.7
Arizona,Yavapai County,220972,108100,112872,14.3,80.9,0.5,1.5,0.9,0.0,48259,27504,14.7,7.3
Arizona,Yuma County,204281,104914,99367,62.9,31.8,1.8,0.9,1.1,0.1,43253,20600,19.7,10.9
Arkansas,Arkansas County,18352,8785,9567,3.0,70.2,26.0,0.0,0.0,0.0,38532,23766,20.7,8.5
Arkansas,Ashley County,20771,10126,10645,5.2,68.0,25.6,0.2,0.0,0.0,36407,20703,21.3,9.9
Arkansas,Baxter County,41093,19857,21236,2.1,95.1,0.2,0.5,0.4,0.0,40072,24737,12.6,5.8
Arkansas,Benton County,251823,124632,127191,16.3,74.2,1.6,1.4,3.7,0.5,61271,30611,10.5,3.1
Arkansas,Boone County,37212,18198,19014,2.3,94.2,0.4,1.1,0.5,0.1,40727,22288,15.8,6.1
Arkansas,Bradley County,10994,5262,5732,14.8,55.9,29.1,0.0,0.0,0.0,36310,21575,26.4,9.4
Arkansas,Calhoun County,5194,2693,2501,3.9,72.6,21.9,0.1,0.2,0.2,37225,22866,19.6,5.7
Arkansas,Carroll County,27782,13634,14148,14.8,80.6,0.5,0.6,1.0,0.6,39686,21754,15.7,5.1
Arkansas,Chicot County,11008,5401,5607,5.2,39.1,54.1,0.4,0.5,0.0,32412,20560,29.4,10.1
Arkansas,Clark County,22495,10697,11798,4.6,69.1,23.8,0.3,0.7,0.0,37144,20382,21.5,4.5
Arkansas,Clay County,15190,7421,7769,1.9,95.8,0.7,0.5,0.0,0.0,32219,19171,22.3,5.3
Arkansas,Cleburne County,25361,12494,12867,2.5,94.8,0.6,0.7,0.8,0.0,42312,26189,15.4,5.5
Arkansas,Cleveland County,8332,4189,4143,1.8,84.7,11.0,0.4,0.1,0.0,44840,23171,19.3,6.6
Arkansas,Columbia County,23992,11498,12494,2.5,59.4,34.9,0.3,1.1,0.0,37072,20296,25.1,9.5
Arkansas,Conway County,20954,10313,10641,3.8,81.8,11.0,0.3,0.1,0.0,39638,22365,18.5,7.1
Arkansas,Craighead County,104246,50774,53472,4.9,77.3,13.4,0.2,1.1,0.1,45672,25594,18.3,6.0
Arkansas,Crawford County,62119,30587,31532,7.3,85.0,1.3,1.6,1.8,0.0,43504,22104,16.6,6.2
Arkansas,Crittenden County,49278,23303,25975,2.4,43.2,48.9,0.3,0.7,0.1,38558,20721,23.5,8.4
Arkansas,Cross County,17164,8323,8841,1.9,73.0,22.7,0.0,0.1,0.0,41081,22894,18.0,6.8
Arkansas,Dallas County,7585,3639,3946,3.1,53.2,40.0,0.4,1.6,0.2,35794,18309,13.2,6.4
Arkansas,Desha County,12094,5547,6547,5.8,45.7,47.5,0.1,0.1,0.0,27036,18187,32.6,12.2
Arkansas,Drew County,18620,9090,9530,3.1,66.9,28.8,0.1,0.2,0.0,36092,20300,24.4,9.0
Arkansas,Faulkner County,121282,59387,61895,4.0,80.6,11.4,0.3,1.3,0.1,50316,25240,16.3,5.1
Arkansas,Franklin County,17803,8674,9129,2.9,92.4,1.0,1.6,0.5,0.1,39472,19988,21.9,6.6
Arkansas,Fulton County,12092,5947,6145,1.3,95.6,0.3,0.9,0.0,0.1,36051,19674,23.0,6.9
Arkansas,Garland County,97994,47269,50725,5.4,82.6,8.1,0.7,0.5,0.0,41672,25690,19.1,9.0
Arkansas,Grant County,18076,8829,9247,2.5,93.0,2.9,0.2,0.0,0.0,49968,25814,14.4,8.7
Arkansas,Greene County,44197,21806,22391,2.7,93.9,1.0,0.3,0.3,0.1,45566,22094,15.9,7.0
Arkansas,Hempstead County,22154,10380,11774,12.5,55.2,29.5,0.3,0.1,0.4,38701,18817,25.3,6.4
Arkansas,Hot Spring County,33480,17294,16186,3.4,82.8,10.9,0.3,0.3,0.0,40626,20868,15.8,6.2
Arkansas,Howard County,13472,6582,6890,12.0,65.0,20.9,0.2,0.2,0.0,34851,23627,21.0,5.7
Arkansas,Independence County,37097,18054,19043,6.1,89.2,1.9,0.3,0.7,0.0,39945,23056,18.5,6.0
Arkansas,Izard County,13521,6971,6550,2.1,93.5,1.9,1.1,0.2,0.0,39135,19737,17.7,9.6
Arkansas,Jackson County,17429,8575,8854,2.7,77.2,16.9,0.2,0.0,0.0,32783,19458,25.1,7.0
Arkansas,Jefferson County,71373,35154,36219,2.0,39.6,56.3,0.2,0.8,0.0,37630,20371,24.7,10.0
Arkansas,Johnson County,26155,12977,13178,13.7,80.3,1.6,0.2,1.6,0.1,35758,18757,22.5,4.7
Arkansas,Lafayette County,7051,3460,3591,1.2,59.3,37.8,0.3,0.4,0.0,32500,25140,23.8,8.3
Arkansas,Lawrence County,16777,8285,8492,1.3,95.8,0.9,0.5,0.1,0.0,37603,19422,18.4,8.2
Arkansas,Lee County,9614,5455,4159,1.4,40.7,56.9,0.1,0.1,0.0,27901,15610,27.3,15.3
Arkansas,Lincoln County,13885,8643,5242,3.6,64.6,31.1,0.4,0.0,0.0,38873,13142,17.9,8.1
Arkansas,Little River County,12494,6157,6337,3.3,73.2,20.5,1.3,0.0,0.0,36963,23412,18.8,10.3
Arkansas,Logan County,21802,10764,11038,2.9,90.8,2.1,1.1,1.3,0.0,37982,19708,20.2,8.1
Arkansas,Lonoke County,71568,35222,36346,4.3,86.5,6.0,0.5,0.7,0.1,57290,25184,12.3,4.8
Arkansas,Madison County,15907,8005,7902,5.4,90.2,0.1,1.0,0.4,0.5,42894,23203,17.8,4.5
Arkansas,Marion County,16374,8050,8324,2.2,94.7,0.2,1.0,0.4,0.0,36113,19200,19.5,7.7
Arkansas,Miller County,43760,21581,22179,3.1,69.4,24.4,0.7,0.5,0.1,41862,22227,21.0,8.0
Arkansas,Mississippi County,43534,21030,22504,4.0,58.7,35.1,0.0,0.5,0.0,36417,20378,25.6,11.6
Arkansas,Monroe County,7420,3435,3985,2.5,54.4,40.8,0.0,0.5,0.0,31584,20486,28.6,9.1
Arkansas,Montgomery County,9059,4487,4572,4.1,90.9,0.3,1.8,1.0,0.0,35252,21480,18.1,4.4
Arkansas,Nevada County,8528,4444,4084,0.4,63.4,33.4,0.1,1.4,0.0,36995,18644,23.0,4.8
Arkansas,Newton County,7898,3979,3919,1.4,94.3,0.0,1.5,0.5,0.0,38134,18053,17.8,4.0
Arkansas,Ouachita County,24378,11547,12831,2.1,55.5,40.7,0.2,0.1,0.0,32136,19780,26.0,8.3
Arkansas,Perry County,10320,5116,5204,2.8,92.2,2.1,0.5,0.1,0.0,46168,21781,17.8,6.5
Arkansas,Phillips County,19518,9210,10308,1.7,34.6,62.8,0.0,0.1,0.0,26652,17287,33.0,15.7
Arkansas,Pike County,10893,5415,5478,6.5,87.6,2.8,0.4,0.7,0.0,36893,20180,17.3,5.1
Arkansas,Poinsett County,24098,11808,12290,2.8,87.4,5.6,0.2,0.1,0.0,37487,18361,21.4,5.4
Arkansas,Polk County,20212,9869,10343,6.4,88.0,0.5,1.1,0.5,0.0,33870,18735,26.6,8.5
Arkansas,Pope County,63372,31373,31999,8.5,84.7,2.9,0.4,1.0,0.0,40668,21650,19.8,7.3
Arkansas,Prairie County,8309,4132,4177,0.6,85.0,13.4,0.4,0.0,0.0,41244,22653,16.8,7.6
Arkansas,Pulaski County,392848,188310,204538,6.0,53.2,35.9,0.2,2.1,0.0,48850,29855,17.3,5.9
Arkansas,Randolph County,17514,8664,8850,1.9,95.1,0.9,0.6,0.0,0.0,35930,20932,20.9,3.5
Arkansas,St. Francis County,26688,14664,12024,2.6,40.4,55.3,0.3,0.5,0.0,33102,16518,27.5,10.0
Arkansas,Saline County,116252,57280,58972,4.5,85.9,6.4,0.3,1.1,0.1,58985,28410,8.0,4.3
Arkansas,Scott County,10584,5290,5294,7.5,84.5,0.2,1.3,3.5,0.0,37396,18077,20.5,10.6
Arkansas,Searcy County,7925,4030,3895,2.2,93.5,0.2,1.0,1.3,0.0,36716,21475,17.4,3.6
Arkansas,Sebastian County,127362,62180,65182,13.7,70.4,6.7,1.1,4.3,0.0,40932,23916,22.5,5.6
Arkansas,Sevier County,17206,8612,8594,32.9,58.3,4.8,1.6,0.4,0.2,43675,18388,21.2,6.6
Arkansas,Sharp County,17041,8336,8705,2.1,93.9,0.4,0.5,0.4,0.0,31792,20078,23.3,6.7
Arkansas,Stone County,12443,6242,6201,1.8,94.9,0.1,0.6,0.1,0.0,33091,19881,24.2,8.3
Arkansas,Union County,40022,19451,20571,3.8,61.1,32.7,0.8,0.5,0.0,41106,23463,20.1,8.3
Arkansas,Van Buren County,16751,8356,8395,2.9,93.7,0.4,0.6,0.1,0.0,34428,20568,19.6,8.3
Arkansas,Washington County,223683,111839,111844,16.5,71.9,3.4,0.8,2.4,2.0,47452,26371,18.0,4.9
Arkansas,White County,78706,38653,40053,4.2,88.4,4.0,0.2,0.7,0.0,44074,23120,16.6,6.2
Arkansas,Woodruff County,6763,3193,3570,0.5,69.2,27.5,0.0,1.5,0.1,30097,19987,26.0,10.1
Arkansas,Yell County,21601,10722,10879,19.7,75.6,2.0,0.8,1.4,0.0,39696,20209,17.8,6.3
California,Alameda County,1629615,799649,829966,22.5,32.2,10.7,0.3,28.7,0.8,85743,41363,11.3,6.0
California,Alpine County,1203,664,539,9.7,64.6,1.5,20.6,0.7,0.0,63438,27448,19.8,14.6
California,Amador County,37306,20005,17301,13.2,79.3,2.0,0.7,1.5,0.2,60636,29628,10.6,9.3
California,Butte County,225207,111587,113620,15.7,72.9,1.5,0.7,4.4,0.2,46516,26304,20.5,9.1
California,Calaveras County,45057,22292,22765,11.5,82.0,0.6,0.9,1.2,0.5,54800,31652,12.8,7.1
California,Colusa County,21479,11157,10322,58.4,36.3,0.9,1.1,1.5,0.1,56481,25676,14.0,5.9
California,Contra Costa County,1123678,548675,575003,25.3,44.9,8.3,0.2,15.8,0.5,88456,42898,9.8,6.9
California,Del Norte County,27442,15008,12434,19.2,62.8,1.8,7.2,2.7,0.1,41287,20809,23.2,9.5
California,El Dorado County,185015,92304,92711,12.6,78.5,0.9,0.6,4.2,0.2,74885,38156,9.8,8.1
California,Fresno County,971616,484667,486949,52.4,30.2,4.7,0.4,9.9,0.1,48730,22234,25.4,10.4
California,Glenn County,27935,14213,13722,40.8,52.5,0.8,1.7,2.6,0.3,46260,21029,19.6,9.2
California,Humboldt County,135490,67508,67982,11.1,74.9,1.0,4.6,2.9,0.3,43718,25208,20.8,8.9
California,Imperial County,179957,91963,87994,83.4,11.3,2.3,0.6,1.3,0.1,44779,17303,23.8,16.0
California,Inyo County,18195,9172,9023,21.4,63.5,0.9,10.8,1.5,0.2,51500,30323,10.2,5.2
California,Kern County,878744,450393,428351,52.2,35.4,5.1,0.5,4.5,0.1,50826,21716,22.6,10.9
California,Kings County,150183,82982,67201,53.7,33.1,5.9,0.8,3.6,0.2,49742,19835,20.9,9.7
California,Lake County,64095,31788,32307,19.4,71.7,2.1,3.2,1.4,0.0,40446,23345,22.8,11.2
California,Lassen County,31470,20786,10684,18.5,66.1,8.6,2.9,1.5,0.7,54083,20974,14.6,7.5
California,Los Angeles County,10105722,4979641,5126081,48.4,26.5,7.9,0.2,14.3,0.2,61015,30798,17.0,7.8
California,Madera County,154440,74583,79857,56.9,35.1,3.1,1.1,2.0,0.1,48210,19975,22.1,8.3
California,Marin County,260814,127423,133391,15.9,71.5,2.1,0.1,5.7,0.1,104703,66748,8.1,4.5
California,Mariposa County,17658,8863,8795,10.6,81.0,1.2,2.4,1.0,0.3,51385,28241,15.1,10.0
California,Mendocino County,87497,43668,43829,24.5,65.9,0.6,3.3,1.7,0.2,46528,27093,19.1,10.4
California,Merced County,267390,135045,132345,58.2,28.8,3.0,0.3,7.3,0.1,46338,20120,23.3,14.6
California,Modoc County,9017,4659,4358,14.6,78.0,0.7,4.0,1.1,0.1,39296,22052,18.1,7.5
California,Mono County,14058,7433,6625,27.1,66.1,0.4,2.2,2.0,0.0,60595,30888,9.9,3.6
California,Monterey County,433168,221016,212152,57.9,30.6,2.5,0.2,5.6,0.5,63249,27168,14.7,6.0
California,Napa County,141005,70311,70694,33.7,53.2,2.0,0.3,7.8,0.2,79637,40632,8.2,5.4
California,Nevada County,98838,48732,50106,9.2,85.4,0.5,0.7,1.1,0.1,60610,35581,12.1,7.3
California,Orange County,3155816,1558245,1597571,34.2,41.4,1.6,0.2,19.5,0.3,81851,37603,12.1,5.8
California,Placer County,374985,183021,191964,13.6,73.8,1.4,0.3,6.8,0.1,80488,39734,8.2,5.6
California,Plumas County,18724,9432,9292,8.5,83.5,0.9,1.8,0.8,0.3,50266,32056,13.3,9.4
California,Riverside County,2355002,1171711,1183291,48.0,36.6,6.0,0.4,6.1,0.3,60807,25700,15.6,9.9
California,Sacramento County,1495400,730680,764720,22.8,45.7,9.5,0.4,15.1,1.1,60239,29693,16.7,8.8
California,San Benito County,58671,29208,29463,58.9,35.6,0.7,0.3,2.7,0.2,80760,30012,9.7,8.8
California,San Bernardino County,2121220,1055170,1066050,52.3,29.8,8.0,0.3,6.7,0.3,57156,22867,18.2,9.9
California,San Diego County,3283665,1651147,1632518,33.4,46.2,4.7,0.4,11.5,0.4,70588,34350,13.3,7.1
California,San Francisco County,864263,440633,423630,15.3,40.8,5.1,0.2,33.9,0.3,96265,59508,11.7,5.4
California,San Joaquin County,724153,360247,363906,40.8,33.2,6.7,0.2,14.8,0.5,57813,24694,17.1,10.1
California,San Luis Obispo County,280119,142182,137937,22.2,69.4,1.8,0.4,3.6,0.1,67175,33972,13.8,4.8
California,San Mateo County,763450,376145,387305,24.9,39.9,2.3,0.1,27.2,1.4,105667,53516,7.3,4.7
California,Santa Barbara County,442996,221955,221041,44.8,45.3,1.7,0.3,5.2,0.1,68023,32872,15.4,6.6
California,Santa Clara County,1911226,963317,947909,26.1,32.6,2.4,0.2,34.9,0.3,106761,48689,8.6,5.7
California,Santa Cruz County,273263,135654,137609,33.3,57.8,0.8,0.2,4.4,0.1,73663,36388,14.7,6.7
California,Shasta County,178919,87753,91166,9.6,80.4,1.1,2.2,2.9,0.1,47258,26455,18.1,6.8
California,Sierra County,2885,1488,1397,10.1,87.0,0.1,1.0,0.0,0.0,44190,31750,12.3,5.3
California,Siskiyou County,43530,21706,21824,12.0,77.2,1.5,2.9,1.6,0.3,40884,24605,20.7,9.1
California,Solano County,434981,216074,218907,25.8,39.0,13.8,0.3,14.8,0.9,72950,31934,11.5,8.5
California,Sonoma County,500943,245381,255562,26.4,63.8,1.4,0.5,3.9,0.3,71769,37767,10.7,5.9
California,Stanislaus County,535684,264824,270860,45.0,43.4,2.5,0.4,5.4,0.6,54260,24007,17.2,11.8
California,Sutter County,95583,47613,47970,30.2,47.3,1.8,0.7,15.1,0.4,54347,24849,16.7,10.5
California,Tehama County,63247,31452,31795,24.2,69.2,0.6,1.5,1.4,0.0,42512,22631,20.9,10.1
