State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,Unemployment
Texas,Madison County,13979,8649,5330,22.4,55.8,17.4,0.1,1.1,0.2,44004,17436,15.4,3.1
Texas,Marion County,10140,5025,5115,3.9,70.9,23.7,0.3,0.0,0.2,36938,25933,22.3,10.7
Texas,Martin County,5547,2856,2691,45.1,53.7,0.6,0.5,0.0,0.1,71115,28560,7.0,1.9
Texas,Mason County,4122,2200,1922,24.3,71.9,0.0,0.3,2.5,0.0,40949,24519,12.6,2.8
Texas,Matagorda County,36744,18249,18495,41.4,44.9,10.2,0.4,2.0,0.1,44896,23294,20.6,6.4
Texas,Maverick County,57471,28522,28949,95.3,2.6,0.2,1.2,0.4,0.1,37734,16658,24.5,12.9
Texas,Medina County,48548,25073,23475,51.3,44.5,2.3,0.3,0.6,0.0,59305,25572,12.7,5.3
Texas,Menard County,2123,1159,964,37.3,59.0,0.6,0.6,0.0,0.0,37917,23613,9.8,5.1
Texas,Midland County,159883,80338,79545,43.2,47.3,5.9,0.4,1.8,0.0,75815,38545,8.7,3.5
Texas,Milam County,24479,12194,12285,25.8,62.9,8.4,0.1,0.5,0.0,41768,22911,16.0,5.5
Texas,Mills County,4887,2275,2612,18.3,81.3,0.2,0.0,0.1,0.0,46318,24858,14.9,2.9
Texas,Mitchell County,8774,5417,3357,39.3,48.7,10.3,0.3,0.4,0.0,52194,19741,7.9,6.4
Texas,Montague County,19406,9512,9894,10.7,86.3,0.2,0.3,0.1,0.0,46592,26278,15.5,6.6
Texas,Montgomery County,535187,265034,270153,23.0,67.9,4.5,0.1,2.8,0.1,74323,38012,10.3,4.9
Texas,Moore County,22016,11466,10550,54.1,33.7,3.2,0.3,7.9,0.0,52469,21372,16.9,4.1
Texas,Morris County,12530,6022,6508,9.2,65.1,23.6,0.4,0.1,0.1,40227,22803,15.7,9.9
Texas,Motley County,1114,575,539,16.3,76.5,3.5,0.0,0.0,0.0,40598,25908,12.2,8.1
Texas,Nacogdoches County,65411,31297,34114,18.9,59.9,17.2,0.3,1.6,0.0,41482,22589,24.9,8.6
Texas,Navarro County,48239,23726,24513,26.2,57.3,13.1,0.3,0.6,1.0,45103,22152,18.8,9.4
Texas,Newton County,14187,7436,6751,3.5,73.6,21.3,0.2,0.1,0.0,40180,20800,15.7,11.6
Texas,Nolan County,14990,7629,7361,36.4,57.0,4.9,0.4,0.3,0.0,42019,23686,16.8,7.1
Texas,Nueces County,358484,176836,181648,63.0,30.3,3.6,0.2,1.9,0.1,53317,26780,16.7,5.9
Texas,Ochiltree County,10484,5353,5131,53.0,44.5,0.2,0.7,0.2,0.0,50120,24157,13.0,7.6
Texas,Oldham County,2083,1208,875,15.5,75.8,5.6,0.0,0.1,0.0,62426,25461,11.1,3.8
Texas,Orange County,83909,41505,42404,7.1,81.4,8.3,0.3,1.1,0.0,53667,27938,14.2,6.0
Texas,Palo Pinto County,28109,13904,14205,19.7,75.4,2.4,0.6,0.6,0.1,45067,24840,18.3,7.9
Texas,Panola County,23574,11635,11939,8.6,73.4,16.3,0.1,0.6,0.0,49704,26205,15.3,3.8
Texas,Parker County,125963,62545,63418,11.5,84.4,1.3,0.5,0.5,0.0,70608,33367,9.2,5.5
Texas,Parmer County,9871,5065,4806,62.4,35.1,1.6,0.1,0.2,0.0,50410,21876,17.3,2.8
Texas,Pecos County,15804,9058,6746,68.5,25.9,4.1,0.6,0.4,0.1,50543,19088,11.5,3.7
Texas,Polk County,46974,25288,21686,14.8,70.9,10.4,1.5,0.6,0.1,43267,23023,18.7,8.5
Texas,Potter County,121230,62467,58763,37.6,45.2,9.3,0.3,5.2,0.1,41852,21941,21.7,4.2
Texas,Presidio County,7191,3558,3633,81.4,13.6,0.0,0.0,5.0,0.0,26486,15329,26.3,9.8
Texas,Rains County,11246,5722,5524,8.7,85.8,1.5,1.0,0.1,0.0,48308,23976,13.1,5.7
Texas,Randall County,130552,64149,66403,20.2,73.4,2.8,0.4,1.5,0.1,65564,32922,9.6,3.7
Texas,Reagan County,3735,1986,1749,70.1,28.9,0.7,0.0,0.0,0.0,59760,25273,18.0,3.9
Texas,Real County,3358,1553,1805,19.8,80.0,0.2,0.0,0.0,0.0,36493,20873,20.2,6.1
Texas,Red River County,12353,5803,6550,7.3,73.1,17.6,0.2,0.0,0.0,35356,21177,16.5,9.0
Texas,Reeves County,14791,8938,5853,75.0,18.2,4.5,0.4,1.1,0.0,49390,18992,13.2,8.0
Texas,Refugio County,7293,3617,3676,49.7,42.3,5.0,0.1,0.1,0.0,50338,23959,16.6,7.9
Texas,Roberts County,889,404,485,7.4,90.6,0.0,0.0,0.4,0.0,79167,34555,3.3,2.4
Texas,Robertson County,16727,8291,8436,20.2,57.9,19.7,0.2,0.3,0.1,52189,23337,15.2,7.7
Texas,Rockwall County,90414,44463,45951,17.1,72.3,6.0,0.2,2.4,0.0,93269,38933,5.8,4.9
Texas,Runnels County,10266,5050,5216,33.8,62.3,1.3,0.4,1.1,0.0,41226,22190,16.3,3.2
Texas,Rusk County,53026,27810,25216,16.1,64.7,17.0,0.2,0.5,0.0,49270,23521,15.8,5.7
Texas,Sabine County,10429,5232,5197,4.0,86.1,7.6,0.0,0.1,0.0,33561,20876,20.0,7.1
Texas,San Augustine County,8403,4154,4249,6.9,68.8,20.8,1.5,0.0,0.0,32394,21066,24.4,13.4
Texas,San Jacinto County,27436,13563,13873,12.5,74.9,10.7,0.5,0.0,0.0,43421,22308,17.2,6.5
Texas,San Patricio County,66867,33592,33275,56.8,39.4,1.5,0.2,1.0,0.0,53332,24613,15.2,4.9
Texas,San Saba County,5851,2949,2902,29.7,65.3,2.8,0.0,0.0,0.0,40301,22481,17.4,3.2
Texas,Schleicher County,3122,1572,1550,51.8,47.7,0.3,0.0,0.1,0.0,63432,28112,10.2,6.3
Texas,Scurry County,17346,9446,7900,39.7,53.6,4.5,0.1,0.2,0.0,54565,24140,12.8,4.6
Texas,Shackelford County,3348,1677,1671,11.7,85.6,0.2,0.3,0.2,0.0,46685,24296,17.7,7.0
Texas,Shelby County,25689,12740,12949,17.8,62.1,18.8,0.2,0.5,0.1,38121,20686,23.1,7.4
Texas,Sherman County,3067,1590,1477,43.3,55.8,0.3,0.2,0.0,0.0,54961,25358,14.8,1.5
Texas,Smith County,222277,107355,114922,19.0,60.3,17.4,0.3,1.6,0.1,50742,26270,16.3,6.5
Texas,Somervell County,8650,4155,4495,19.1,78.7,0.6,0.3,0.0,0.6,52346,27095,21.5,2.8
Texas,Starr County,63420,30815,32605,99.2,0.6,0.0,0.0,0.1,0.0,27133,13167,35.0,15.0
Texas,Stephens County,9365,4826,4539,23.2,72.1,2.2,0.6,0.5,0.0,45862,23044,21.3,4.7
Texas,Sterling County,1139,608,531,40.8,57.4,0.3,0.0,0.0,0.0,50000,25675,17.0,2.6
Texas,Stonewall County,1084,555,529,22.7,72.6,3.5,0.0,0.0,0.0,46786,28063,13.9,2.4
Texas,Sutton County,3894,2127,1767,59.4,39.2,0.1,0.0,0.0,1.0,60996,31603,6.5,5.9
Texas,Swisher County,7541,3955,3586,43.1,47.5,5.7,0.5,0.2,0.1,37883,18878,22.2,5.9
Texas,Tarrant County,1983675,971142,1012533,28.2,48.3,15.6,0.3,5.1,0.2,62532,30857,13.5,5.4
Texas,Taylor County,135371,66258,69113,23.8,64.5,7.4,0.5,1.9,0.1,49161,25419,16.1,4.4
Texas,Terrell County,721,357,364,56.3,33.1,3.2,0.7,0.0,0.0,26063,21204,17.1,6.8
Texas,Terry County,12755,6753,6002,53.8,40.8,4.6,0.2,0.0,0.0,42441,21938,13.7,9.4
Texas,Throckmorton County,1541,705,836,15.8,82.5,0.1,0.0,0.3,0.0,37279,27732,17.1,5.2
Texas,Titus County,32664,16055,16609,42.1,46.3,9.1,0.2,0.8,0.0,46980,21090,19.3,6.1
Texas,Tom Green County,116906,57848,59058,38.8,54.3,4.0,0.2,1.1,0.0,49662,27513,12.9,3.8
Texas,Travis County,1176584,593319,583265,33.9,49.3,7.9,0.2,6.3,0.0,68350,38820,13.9,4.5
Texas,Trinity County,14481,6959,7522,9.3,79.1,9.5,0.3,0.4,0.0,37398,20369,18.4,10.2
Texas,Tyler County,21456,11726,9730,7.3,79.6,10.8,0.1,0.3,0.0,44396,21172,15.8,9.5
Texas,Upshur County,40506,20035,20471,8.1,80.7,8.9,0.7,0.2,0.0,48796,24088,13.8,8.3
Texas,Upton County,3575,1747,1828,49.7,43.0,6.7,0.1,0.3,0.0,52750,25290,18.0,1.1
Texas,Uvalde County,27015,13188,13827,70.9,27.1,0.1,0.4,1.0,0.0,40781,19146,17.9,5.9
Texas,Val Verde County,48976,24836,24140,81.4,15.9,1.1,0.1,0.5,0.1,44609,20160,20.9,6.6
Texas,Van Zandt County,53607,26307,27300,10.3,84.3,2.6,0.5,0.5,0.1,50061,25394,14.2,5.9
Texas,Victoria County,91518,44790,46728,46.0,45.4,5.8,0.1,1.1,0.0,55740,28181,14.8,5.1
Texas,Walker County,70818,41435,29383,17.8,56.9,22.9,0.3,1.2,0.0,41456,17194,24.3,3.4
Texas,Waller County,48443,24209,24234,29.4,43.0,24.9,0.1,0.7,0.0,53506,23888,18.0,7.8
Texas,Ward County,11498,5790,5708,52.2,41.4,4.8,0.6,0.3,0.0,63333,26860,11.6,6.1
Texas,Washington County,34667,17199,17468,15.5,64.5,17.0,0.3,1.8,0.1,55793,28517,13.2,6.2
Texas,Webb County,269624,131657,137967,95.5,3.5,0.3,0.1,0.5,0.0,40442,16316,31.5,5.7
Texas,Wharton County,41430,20355,21075,40.3,45.3,13.8,0.1,0.1,0.0,50145,25867,17.5,5.3
Texas,Wheeler County,5599,2871,2728,26.5,68.3,2.7,0.1,0.1,0.2,50910,25809,19.2,5.6
Texas,Wichita County,131778,68339,63439,18.5,66.1,9.9,0.6,2.0,0.0,45776,23263,18.9,4.8
Texas,Wilbarger County,12972,6415,6557,28.6,59.4,8.0,0.7,0.9,0.0,43913,21938,16.5,5.8
Texas,Willacy County,21839,11821,10018,88.0,11.1,0.7,0.0,0.1,0.0,29104,13369,35.6,14.5
Texas,Williamson County,508313,250106,258207,24.1,60.9,6.0,0.2,6.0,0.1,79123,34575,7.0,4.8
Texas,Wilson County,47205,23703,23502,39.2,57.7,1.3,0.2,0.3,0.1,71942,29862,10.2,6.0
Texas,Winkler County,7777,3968,3809,59.4,36.9,2.3,0.9,0.0,0.0,55000,23483,17.9,4.1
Texas,Wise County,63247,31766,31481,18.8,77.5,1.2,0.4,0.5,0.2,59081,27447,13.0,6.0
Texas,Wood County,43315,21523,21792,9.6,83.2,5.5,0.6,0.1,0.1,48038,25955,13.3,7.8
Texas,Yoakum County,8481,4286,4195,65.0,33.2,0.0,0.2,0.0,0.0,62500,23681,12.3,7.5
Texas,Young County,18166,8922,9244,18.1,78.8,1.5,0.5,0.4,0.0,46351,25661,16.5,4.5
Texas,Zapata County,14415,7190,7225,94.1,5.2,0.0,0.0,0.7,0.0,34550,17817,34.1,12.4
Texas,Zavala County,12152,6163,5989,93.6,5.4,0.5,0.1,0.0,0.0,25988,13105,36.2,10.1
Utah,Beaver County,6414,3296,3118,10.9,88.7,0.0,0.1,0.2,0.0,47878,21128,10.5,4.7
Utah,Box Elder County,52182,26423,25759,9.1,87.3,0.5,1.0,0.8,0.1,58835,22808,10.2,5.5
Utah,Cache County,120288,60247,60041,10.5,83.8,0.7,0.4,2.1,0.4,53812,21752,15.2,3.6
Utah,Carbon County,20512,10088,10424,13.2,83.3,0.7,0.8,0.4,0.2,46994,22536,16.2,5.4
Utah,Daggett County,702,425,277,3.3,94.9,0.1,0.9,0.0,0.0,85000,28533,4.0,1.0
Utah,Davis County,334977,168534,166443,9.2,84.5,1.2,0.3,1.8,0.6,75961,28293,6.2,3.3
Utah,Duchesne County,20259,10320,9939,8.1,85.4,0.1,4.0,0.5,0.4,63000,23323,12.7,6.2
Utah,Emery County,10410,5306,5104,6.2,91.4,0.1,0.7,0.6,0.0,51852,21465,12.9,4.4
Utah,Garfield County,5020,2633,2387,5.6,89.5,0.0,2.7,0.2,0.5,51700,23228,13.1,4.6
Utah,Grand County,9544,4823,4721,10.0,88.1,0.2,1.1,0.4,0.0,46658,25662,12.7,6.4
Utah,Iron County,48504,24108,24396,8.5,86.3,0.5,2.5,0.6,0.0,45422,19791,20.9,6.2
Utah,Juab County,10694,5491,5203,4.6,92.4,0.2,0.9,0.1,0.2,57590,20457,12.8,2.9
Utah,Kane County,7246,3656,3590,4.5,91.7,0.1,1.3,0.4,0.2,50266,24836,11.1,4.0
Utah,Millard County,12651,6462,6189,13.0,83.3,0.3,1.0,0.8,0.1,59312,23283,11.6,2.9
Utah,Morgan County,11014,5617,5397,2.6,95.3,0.4,0.0,0.6,0.1,86071,30457,2.4,3.4
Utah,Piute County,1860,966,894,3.6,95.8,0.2,0.1,0.0,0.0,41750,17455,12.9,1.9
Utah,Rich County,2307,1114,1193,8.9,88.9,0.1,0.0,0.0,0.0,52917,19512,18.0,1.8
Utah,Salt Lake County,1106700,555589,551111,17.9,72.1,1.7,0.6,3.9,1.5,67922,30134,10.4,4.3
Utah,San Juan County,15193,7654,7539,5.3,44.0,0.2,47.8,0.5,0.5,42581,17385,28.4,8.4
Utah,Sanpete County,28892,15311,13581,9.5,86.1,0.9,1.0,0.4,0.5,50928,17426,16.9,6.8
Utah,Sevier County,20961,10756,10205,5.0,92.1,0.4,1.5,0.2,0.2,50850,21196,13.3,4.8
Utah,Summit County,39731,20499,19232,11.4,84.8,0.7,0.2,1.6,0.0,94952,52671,7.5,2.3
Utah,Tooele County,63357,31942,31415,12.0,83.4,0.5,0.8,0.8,0.5,66542,24069,6.9,6.5
Utah,Uintah County,36343,18454,17889,8.2,81.9,0.5,7.4,0.5,0.1,67012,25001,11.6,6.7
Utah,Utah County,576496,290874,285622,11.4,83.0,0.5,0.4,1.5,0.8,67042,23207,11.8,4.3
Utah,Wasatch County,29306,14903,14403,13.5,83.6,0.1,0.1,1.2,0.0,74552,30086,7.8,2.4
Utah,Washington County,155577,77178,78399,10.1,84.9,0.6,1.0,0.7,0.8,55175,25415,14.2,5.2
Utah,Wayne County,2700,1403,1297,5.4,91.8,0.1,0.2,0.9,1.1,42444,22195,9.2,1.9
Utah,Weber County,244101,122542,121559,17.9,76.7,1.0,0.6,1.1,0.2,62036,25275,12.1,4.8
Vermont,Addison County,36825,18214,18611,2.2,93.0,0.9,0.3,1.9,0.0,61875,31051,7.8,4.4
Vermont,Bennington County,36054,17689,18365,1.8,94.7,0.8,0.1,0.4,0.0,52251,31313,12.8,4.4
Vermont,Caledonia County,30576,15366,15210,1.5,95.1,0.9,0.2,0.6,0.0,47371,25896,12.3,4.9
Vermont,Chittenden County,160985,78928,82057,2.2,89.2,2.5,0.2,3.8,0.0,66906,36384,11.3,4.1
Vermont,Essex County,6203,3135,3068,1.3,95.6,1.0,0.3,0.5,0.0,38767,23022,15.5,5.1
Vermont,Franklin County,48816,24251,24565,1.4,94.2,0.6,0.5,0.3,0.0,62214,30624,8.0,4.4
Vermont,Grand Isle County,6950,3432,3518,1.8,93.2,0.2,0.7,0.5,0.0,66111,38635,7.5,4.9
Vermont,Lamoille County,25191,12504,12687,1.6,94.9,0.8,0.8,0.6,0.0,54899,31390,14.0,3.8
Vermont,Orange County,28901,14358,14543,1.3,95.7,0.7,0.4,0.3,0.1,56584,29651,11.5,4.3
Vermont,Orleans County,26951,13534,13417,1.4,95.5,0.4,0.5,0.3,0.0,45664,25392,14.2,4.4
Vermont,Rutland County,59676,29275,30401,1.4,95.5,0.7,0.3,1.1,0.0,52635,28443,11.4,4.7
Vermont,Washington County,58691,28997,29694,1.9,94.4,0.8,0.3,0.6,0.0,60602,32137,11.8,3.9
Vermont,Windham County,43332,21172,22160,2.2,93.5,0.8,0.1,1.0,0.1,50831,29819,14.1,5.6
Vermont,Windsor County,55485,27171,28314,1.5,95.0,0.7,0.2,0.8,0.1,56828,34264,10.2,4.5
Virginia,Accomack County,32840,16079,16761,8.8,60.3,28.3,0.3,0.7,0.0,42260,24266,19.8,5.4
Virginia,Albemarle County,105105,50283,54822,5.7,77.2,9.5,0.2,5.0,0.0,72265,39273,9.8,3.2
Virginia,Alleghany County,15489,7586,7903,1.4,91.9,5.5,0.0,0.1,0.1,46020,25952,19.3,4.4
Virginia,Amelia County,12802,6644,6158,1.1,72.4,23.7,0.3,0.1,0.0,58535,26118,13.0,3.3
Virginia,Amherst County,31819,15331,16488,2.3,75.5,17.6,0.2,0.6,0.0,49677,24296,13.4,5.6
Virginia,Appomattox County,15462,7507,7955,1.3,76.7,20.1,0.1,0.2,0.0,54875,26347,14.4,3.5
Virginia,Arlington County,229534,114403,115131,15.5,62.3,8.5,0.3,10.2,0.1,112138,67061,8.2,3.2
Virginia,Augusta County,74390,37695,36695,2.5,91.4,4.0,0.2,0.6,0.1,59544,30088,8.8,4.1
Virginia,Bath County,4458,2311,2147,5.7,85.3,2.7,0.0,0.3,0.0,44483,28195,9.3,9.1
Virginia,Bedford County,77319,38012,39307,2.0,88.2,7.0,0.1,1.3,0.0,59405,30633,8.9,4.4
Virginia,Bland County,6524,3617,2907,0.5,94.3,4.8,0.0,0.0,0.0,46927,23505,8.3,6.7
Virginia,Botetourt County,33149,16421,16728,1.6,93.0,3.0,0.3,0.9,0.0,64733,34733,7.7,3.8
Virginia,Brunswick County,16435,8557,7878,2.1,41.1,54.1,0.2,0.5,0.0,40871,20278,20.9,7.8
Virginia,Buchanan County,22611,11378,11233,0.3,95.4,2.8,0.5,0.5,0.0,30828,19241,26.5,8.6
Virginia,Buckingham County,17048,9465,7583,2.4,61.1,34.3,0.3,0.3,0.1,46610,19702,16.6,8.4
Virginia,Campbell County,55158,26745,28413,2.1,80.3,14.0,0.2,0.9,0.0,48823,26417,11.7,3.4
Virginia,Caroline County,29889,14807,15082,4.3,63.6,28.1,0.4,0.9,0.0,60925,28039,11.9,6.3
Virginia,Carroll County,29767,14993,14774,3.1,95.0,0.2,0.1,0.1,0.0,41145,23690,14.6,3.8
Virginia,Charles City County,7022,3437,3585,1.8,41.5,45.9,6.5,0.9,0.0,55069,32689,13.2,6.2
Virginia,Charlotte County,12176,5991,6185,2.1,67.5,29.6,0.1,0.1,0.0,38350,19830,22.7,6.8
Virginia,Chesterfield County,335594,161644,173950,8.2,62.8,22.4,0.2,3.4,0.0,76969,35370,7.2,5.6
Virginia,Clarke County,14331,7195,7136,4.8,86.9,4.9,0.4,1.0,0.0,72129,38658,10.4,3.3
Virginia,Craig County,5131,2525,2606,0.0,99.4,0.1,0.0,0.0,0.0,53526,26753,9.3,4.1
Virginia,Culpeper County,49795,25057,24738,9.7,71.1,13.6,0.3,1.4,0.0,69693,29979,8.9,5.9
Virginia,Cumberland County,9797,4830,4967,0.1,63.1,32.5,0.9,0.0,0.0,43020,23488,21.8,7.0
Virginia,Dickenson County,15181,7720,7461,0.8,97.8,0.8,0.0,0.0,0.0,29916,21082,23.0,5.6
Virginia,Dinwiddie County,28033,13849,14184,3.2,62.1,31.8,0.0,0.4,0.0,54640,25981,14.8,8.3
Virginia,Essex County,11083,4899,6184,3.4,54.9,37.8,1.0,0.2,0.0,50629,25730,12.3,5.6
Virginia,Fairfax County,1142004,565593,576411,16.2,51.7,9.3,0.1,18.8,0.0,117515,52976,6.1,4.5
Virginia,Fauquier County,68406,33858,34548,7.5,80.9,7.5,0.3,1.4,0.0,94775,43067,6.2,4.0
Virginia,Floyd County,15594,7842,7752,2.8,93.7,2.5,0.2,0.0,0.0,48396,25446,12.0,5.5
Virginia,Fluvanna County,26109,11928,14181,3.3,78.7,13.5,0.1,0.7,0.0,67964,31952,6.1,4.8
Virginia,Franklin County,56277,27631,28646,2.7,87.1,7.9,0.2,0.4,0.0,51208,27282,14.8,5.4
Virginia,Frederick County,83784,41634,42150,7.8,84.5,4.0,0.3,1.4,0.1,71037,32554,5.6,4.1
Virginia,Giles County,16867,8273,8594,1.6,95.1,2.4,0.2,0.2,0.1,49734,25004,11.3,4.8
Virginia,Gloucester County,37035,18278,18757,3.3,85.1,8.2,0.2,0.5,0.0,63881,32271,8.7,3.3
Virginia,Goochland County,22148,10897,11251,2.6,77.6,16.4,0.2,1.2,0.0,86652,47610,5.3,3.4
Virginia,Grayson County,15708,7875,7833,3.1,90.8,3.8,0.3,0.2,0.0,32048,20525,20.2,7.4
Virginia,Greene County,19213,9387,9826,5.7,83.3,5.9,0.2,1.3,0.0,62952,30215,9.4,6.3
Virginia,Greensville County,11606,7238,4368,3.9,37.1,57.5,0.1,0.1,0.0,42121,16835,17.0,5.7
Virginia,Halifax County,35030,16505,18525,2.0,59.8,35.7,0.3,0.7,0.0,39233,21155,18.7,4.9
Virginia,Hanover County,103218,50653,52565,2.8,84.4,9.0,0.1,1.5,0.0,84955,37924,5.8,3.4
Virginia,Henrico County,324073,153299,170774,5.4,54.2,29.3,0.2,8.0,0.0,66447,36497,10.4,5.8
Virginia,Henry County,51956,25038,26918,5.2,70.3,21.7,0.1,0.7,0.0,36779,21473,19.2,8.7
Virginia,Highland County,2213,1020,1193,0.0,99.4,0.0,0.3,0.0,0.0,45094,32648,10.6,0.5
Virginia,Isle of Wight County,36090,17651,18439,2.8,70.8,22.3,0.3,0.8,0.1,67767,33172,10.3,7.0
Virginia,James City County,73028,35265,37763,5.4,75.9,12.9,0.1,2.5,0.0,80772,42047,7.5,4.9
Virginia,King and Queen County,7052,3524,3528,3.2,66.1,25.8,0.6,0.0,0.0,51495,25831,15.6,4.4
Virginia,King George County,25564,12839,12725,4.6,73.8,16.4,0.2,1.1,0.1,84770,35676,5.7,4.9
Virginia,King William County,16329,8108,8221,0.8,76.2,18.2,0.8,1.1,0.0,67423,31192,10.9,3.7
Virginia,Lancaster County,10848,5013,5835,1.7,68.2,28.0,0.0,0.8,0.0,51495,33997,11.0,4.4
Virginia,Lee County,24428,12792,11636,2.0,92.8,4.4,0.3,0.1,0.0,32590,18514,26.2,11.4
Virginia,Loudoun County,374558,185575,188983,13.5,57.7,7.2,0.2,17.1,0.1,129588,50456,3.7,3.8
Virginia,Louisa County,34813,17007,17806,2.6,77.4,15.1,0.4,0.6,0.0,56946,30237,11.8,7.7
Virginia,Lunenburg County,12369,6367,6002,4.3,59.9,30.8,0.1,3.2,0.0,39537,18555,18.6,4.5
Virginia,Madison County,13108,6369,6739,2.4,85.0,6.7,0.0,1.2,0.0,52287,29705,9.8,5.6
Virginia,Mathews County,8830,4229,4601,0.7,85.8,10.5,0.0,0.3,0.0,63622,35252,10.6,1.4
Virginia,Mecklenburg County,30959,14944,16015,2.7,60.2,35.7,0.3,0.1,0.0,41126,22970,16.9,5.0
Virginia,Middlesex County,10710,5279,5431,0.5,77.7,18.5,0.4,0.0,0.1,50483,29871,10.2,6.3
Virginia,Montgomery County,97692,50448,47244,3.1,83.9,4.3,0.3,6.5,0.0,53424,28277,23.8,4.3
Virginia,Nelson County,14863,7224,7639,3.9,81.6,12.6,0.2,0.4,0.0,53834,33597,14.9,3.7
Virginia,New Kent County,20523,10309,10214,2.9,79.5,11.4,0.9,1.0,0.0,78429,36768,5.1,5.1
Virginia,Northampton County,11998,5737,6261,8.4,54.1,34.9,0.2,0.9,0.1,41468,24835,20.3,4.4
Virginia,Northumberland County,12254,6051,6203,0.5,69.9,28.5,0.3,0.1,0.0,56677,33364,13.5,7.8
Virginia,Nottoway County,15537,8415,7122,4.1,54.6,39.5,0.1,0.3,0.3,38410,19452,21.5,5.8
Virginia,Orange County,35265,17341,17924,4.6,78.9,12.3,0.2,0.9,0.0,67196,30660,8.9,6.5
Virginia,Page County,23694,11638,12056,1.9,94.5,1.5,0.1,0.6,0.0,46140,24057,17.0,7.8
Virginia,Patrick County,17958,8867,9091,2.8,89.9,5.5,0.3,0.3,0.0,37757,21785,20.2,6.6
Virginia,Pittsylvania County,61970,30372,31598,2.5,74.2,21.1,0.1,0.4,0.0,44356,23597,14.7,6.7
Virginia,Powhatan County,28364,15185,13179,2.0,84.6,11.1,0.3,0.3,0.1,80441,33807,5.5,4.0
Virginia,Prince Edward County,22903,11379,11524,3.8,61.9,31.3,0.5,1.1,0.0,44147,19751,21.4,5.2
Virginia,Prince George County,37704,20643,17061,7.6,55.6,31.2,0.5,2.1,0.1,68461,27970,12.3,8.5
Virginia,Prince William County,450763,224843,225920,22.4,44.6,20.2,0.2,8.0,0.1,101059,38225,7.0,5.0
Virginia,Pulaski County,34330,17152,17178,1.6,90.9,4.7,0.0,0.7,0.0,49691,26328,13.9,6.9
Virginia,Rappahannock County,7359,3646,3713,3.5,89.2,3.8,0.2,1.2,0.0,62541,38185,8.9,2.9
Virginia,Richmond County,8873,4978,3895,6.6,60.9,25.7,0.3,2.0,0.0,47341,19728,17.4,6.4
Virginia,Roanoke County,93419,44811,48608,2.8,86.5,5.8,0.1,2.9,0.0,62134,33717,8.0,4.8
Virginia,Rockbridge County,22440,11143,11297,1.6,92.9,3.0,0.3,0.6,0.1,53918,31534,15.6,5.0
Virginia,Rockingham County,78653,38485,40168,6.5,89.5,2.0,0.2,0.7,0.1,57651,28884,10.2,4.6
Virginia,Russell County,27725,13563,14162,1.3,96.8,0.9,0.0,0.1,0.0,40083,21673,17.6,6.8
Virginia,Scott County,22290,11191,11099,1.3,96.9,0.8,0.2,0.3,0.0,38725,20969,17.7,6.2
Virginia,Shenandoah County,42854,20850,22004,6.9,88.4,1.7,0.1,0.8,0.0,53934,27016,10.3,5.2
Virginia,Smyth County,31298,15386,15912,2.0,94.3,2.3,0.0,0.5,0.1,40544,22319,17.4,6.3
Virginia,Southampton County,18089,9414,8675,1.5,60.7,33.1,0.4,0.1,0.0,53681,25784,11.7,4.3
Virginia,Spotsylvania County,130159,63945,66214,9.0,69.5,15.4,0.3,2.6,0.1,81434,33859,8.0,5.5
Virginia,Stafford County,141159,70984,70175,11.7,63.7,16.4,0.3,3.1,0.1,103005,39158,4.7,4.3
Virginia,Surry County,6670,3213,3457,0.8,52.1,45.6,0.0,0.4,0.0,54656,27162,13.6,7.7
Virginia,Sussex County,11595,7552,4043,2.9,38.1,56.1,0.4,0.3,0.0,44608,15882,17.8,5.5
Virginia,Tazewell County,42689,21055,21634,0.9,94.0,3.0,0.2,0.5,0.0,40309,24325,15.6,7.8
Virginia,Warren County,38991,19445,19546,4.2,87.6,3.6,0.2,1.2,0.0,65353,30009,9.8,6.0
Virginia,Washington County,54457,26857,27600,1.5,95.4,1.4,0.0,0.6,0.0,44844,25640,14.6,6.4
Virginia,Westmoreland County,17596,8646,8950,6.2,63.8,26.6,0.4,0.4,0.0,55688,32265,9.5,7.3
Virginia,Wise County,39539,20612,18927,1.2,91.7,5.3,0.1,0.5,0.1,38255,21694,19.9,9.6
Virginia,Wythe County,29048,14200,14848,1.1,94.0,3.2,0.1,0.7,0.0,46119,24879,15.2,6.2
Virginia,York County,67196,33024,34172,6.0,72.0,12.7,0.2,5.3,0.2,86781,38193,5.2,6.4
Virginia,Alexandria city,154710,74501,80209,16.7,51.8,21.7,0.1,6.1,0.0,93370,57019,10.5,3.9
Virginia,Bristol city,17077,7974,9103,0.5,87.9,7.7,0.0,0.0,0.0,37844,21589,21.3,7.7
Virginia,Buena Vista city,6495,2945,3550,0.7,88.3,2.5,0.0,7.3,0.0,33672,17969,20.8,4.7
Virginia,Charlottesville city,46487,22336,24151,5.2,65.7,18.7,0.3,7.2,0.0,54739,32860,24.5,3.6
Virginia,Chesapeake city,235410,114935,120475,5.6,58.4,29.2,0.2,3.2,0.1,72214,32123,9.6,5.8
Virginia,Colonial Heights city,17582,8108,9474,5.5,74.3,13.1,0.5,3.8,0.0,50952,27608,13.2,10.2
