full_name,diameter,rot_per
   712 Boliviana (1911 LO),112.818,11.7426
   713 Luscinia (1911 LS),97.968,9.9143
   714 Ulula (1911 LW),41.343,6.998
   715 Transvaalia (1911 LX),25.458,11.83
   716 Berkeley (1911 MD),19.768,15.55
   718 Erida (1911 MS),70.911,17.447
   720 Bohlinia (1911 MW),33.73,8.919
   721 Tabora (1911 MZ),74.791,7.982
   723 Hammonia (1911 NB),23.456,5.436
   724 Hapag (1911 NC),9.492,3.1305
   725 Amanda (1911 ND),23.687,3.749
   726 Joella (1911 NM),44.02,13.04
   727 Nipponia (1912 NT),32.17,5.0687
   728 Leonisis (1912 NU),5.887,5.5783
   729 Watsonia (1912 OD),50.025,25.230
   731 Sorga (1912 OQ),34.597,8.184
   732 Tjilaki (1912 OR),29.791,12.34
   733 Mocia (1912 PF),98.493,11.374
   734 Benda (1912 PH),67.318,7.110
   735 Marghanna (1912 PY),67.976,20.62
   736 Harvard (1912 PZ),17.111,6.7
   737 Arequipa (1912 QB),47.804,7.0259
   738 Alagasta (1913 QO),62.79,18.86
   739 Mandeville (1913 QR),104.517,11.931
   740 Cantabia (1913 QS),90.90,64.453
   741 Botolphia (1913 QT),29.64,23.93
   742 Edisona (1913 QU),47.087,18.52
   743 Eugenisis (1913 QV),51.072,10.23
   744 Aguntina (1913 QW),58.636,17.47
   745 Mauritia (1913 QX),24.711,9.945
   746 Marlu (1913 QY),74.274,7.787
   747 Winchester (1913 QZ),171.71,9.4146
   748 Simeisa (1913 RD),103.725,11.919
   749 Malzovia (1913 RF),11.065,5.9279
   750 Oskar (1913 RG),22.526,6.2584
   751 Faina (1913 RK),113.699,23.678
   752 Sulamitis (1913 RL),60.171,27.367
   753 Tiflis (1913 RM),20.922,9.85
   754 Malabar (1906 UT),94.522,11.740
   755 Quintilla (1908 CZ),41.210,4.552
   756 Lilliana (1908 DC),64.837,7.834
   757 Portlandia (1908 EJ),32.894,6.5837
   758 Mancunia (1912 PE),88.985,12.7253
   759 Vinifera (1913 SJ),52.926,14.229
   760 Massinga (1913 SL),71.29,10.72
   761 Brendelia (1913 SO),20.763,57.96
   762 Pulcova (1913 SQ),147.343,5.839
   763 Cupido (1913 ST),7.005,151.5
   764 Gedania (1913 SU),58.28,24.9751
   765 Mattiaca (1913 SV),7.991,3.4640
   766 Moguntia (1913 SW),41.044,4.8164
   767 Bondia (1913 SX),43.039,60.
   768 Struveana (1913 SZ),32.597,8.76
   769 Tatjana (1913 TA),96.720,35.08
   770 Bali (1913 TE),16.388,5.8190
   771 Libera (1913 TO),29.322,5.892
   772 Tanete (1913 TR),126.473,17.258
   773 Irmintraud (1913 TV),91.672,6.7514
   774 Armor (1913 TW),50.214,25.107
   775 Lumiere (1914 TX),31.958,6.103
   776 Berbericia (1914 TY),151.711,7.668
   777 Gutemberga (1914 TZ),71.749,12.838
   778 Theobalda (1914 UA),55.317,11.659
   779 Nina (1914 UB),80.572,11.186
   780 Armenia (1914 UC),126.263,19.891
   781 Kartvelia (1914 UF),72.927,19.04
   782 Montefiore (1914 UK),14.158,4.0728
   783 Nora (1914 UL),38.719,55.53
   784 Pickeringia (1914 UM),75.596,13.144
   785 Zwetana (1914 UN),49.460,8.8882
   786 Bredichina (1914 UO),108.309,29.434
   787 Moskva (1914 UQ),27.927,6.056
   788 Hohensteina (1914 UR),111.295,37.137
   789 Lena (1914 UU),22.483,5.848
   790 Pretoria (1912 NW),170.37,10.37
   791 Ani (1914 UV),116.865,16.72
   792 Metcalfia (1907 ZC),61.804,9.17
   793 Arizona (1907 ZD),26.636,7.399
   794 Irenaea (1914 VB),35.703,9.14
   795 Fini (1914 VE),85.263,9.292
   796 Sarita (1914 VH),43.580,8.1755
   797 Montana (1914 VR),21.197,4.5463
   798 Ruth (1914 VT),43.19,8.550
   799 Gudula (1915 WO),47.185,14.814
   800 Kressmannia (1915 WP),15.429,4.464
   801 Helwerthia (1915 WQ),32.404,23.93
   802 Epyaxa (1915 WR),7.423,4.392
   803 Picka (1915 WS),46.50,5.0742
   804 Hispania (1915 WT),137.952,14.845
   805 Hormuthia (1915 WW),73.095,9.510
   806 Gyldenia (1915 WX),83.103,16.852
   807 Ceraskia (1915 WY),21.241,7.368
   808 Merxia (1901 GY),30.923,30.631
   809 Lundia (1915 XP),9.450,15.4142
   810 Atossa (1915 XQ),8.104,4.385
   811 Nauheima (1915 XR),16.105,4.0011
   812 Adele (1915 XV),12.356,5.8587
   813 Baumeia (1915 YR),11.719,10.544
   814 Tauris (1916 YT),102.229,35.8
   815 Coppelia (1916 YU),16.869,4.421
   816 Juliana (1916 YV),50.745,10.557
   817 Annika (1916 YW),22.891,10.56
   818 Kapteynia (1916 YZ),64.255,16.35
   819 Barnardiana (1916 ZA),8.917,66.70
   821 Fanny (1916 ZC),28.856,5.44
   822 Lalage (1916 ZD),8.243,3.345
   823 Sisigambis (1916 ZG),14.719,146.
   824 Anastasia (1916 ZH),32.457,250.
   825 Tanina (1916 ZL),13.423,6.940
   826 Henrika (1916 ZO),22.556,5.9846
   827 Wolfiana (1916 ZW),8.488,4.0654
   828 Lindemannia (1916 ZX),47.891,20.52
   829 Academia (1916 ZY),42.685,7.891
   830 Petropolitana (1916 ZZ),41.328,39.0
   831 Stateira (1916 AA),7.218,4.
   832 Karin (1916 AB),15.812,18.348
   833 Monica (1916 AC),21.990,12.090
   834 Burnhamia (1916 AD),61.278,13.875
   836 Jole (1916 AF),5.757,9.615
   837 Schwarzschilda (1916 AG),5.968,24.
   838 Seraphina (1916 AH),58.095,15.67
   839 Valborg (1916 AJ),20.39,10.366
   840 Zenobia (1916 AK),27.306,5.565
   841 Arabella (1916 AL),7.501,3.142
   844 Leontina (1916 AP),42.154,6.7859
   845 Naema (1916 AS),52.677,20.892
   846 Lipperta (1916 AT),52.41,1641.
   847 Agnia (1915 XX),24.931,14.827
   849 Ara (1912 NY),80.756,4.116
   850 Altona (1916 S24),80.90,11.1913
   851 Zeissia (1916 S26),12.642,9.34
   852 Wladilena (1916 S27),26.541,4.6134
   853 Nansenia (1916 S28),27.593,7.931
   854 Frostia (1916 S29),7.839,37.56
   855 Newcombia (1916 ZP),12.392,3.003
   856 Backlunda (1916 S30),45.449,12.08
   857 Glasenappia (1916 S33),14.497,8.20
   858 El Djezair (1916 a),22.519,22.31
   859 Bouzareah (1916 c),65.417,23.2
   860 Ursina (1917 BD),34.561,9.386
   861 Aida (1917 BE),66.85,10.95
   862 Franzia (1917 BF),27.033,7.52
   863 Benkoela (1917 BH),38.724,8.20
   864 Aase (A921 SB),7.249,3.2324
   865 Zubaida (1917 BO),17.77,11.3533
   866 Fatme (1917 BQ),78.061,20.03
   867 Kovacia (1917 BS),24.113,8.6772
   868 Lova (1917 BU),50.692,41.118
   869 Mellena (1917 BV),21.193,6.5155
   870 Manto (1917 BX),13.683,122.30
   871 Amneris (1917 BY),8.011,78.704
   872 Holda (1917 BZ),34.431,5.945
   873 Mechthild (1917 CA),34.471,11.006
   874 Rotraut (1917 CC),58.287,14.297
   875 Nymphe (1917 CF),14.107,12.618
   876 Scott (1917 CH),22.420,11.817
   877 Walkure (1915 S7),38.41,17.424
   878 Mildred (1916 f),2.529,2.660
   879 Ricarda (1917 CJ),18.312,82.9
   880 Herba (1917 CK),31.141,12.266
   881 Athene (1917 CL),12.153,13.895
   882 Swetlana (1917 CM),42.440,29.867
   883 Matterania (1917 CP),7.036,5.64
   884 Priamus (1917 CQ),101.093,6.8605
   885 Ulrike (1917 CX),30.537,4.90
   886 Washingtonia (1917 b),86.793,9.001
   887 Alinda (1918 DB),4.2,73.97
   888 Parysatis (1918 DC),44.749,5.9314
   889 Erynia (1918 DG),16.682,9.89
   890 Waltraut (1918 DK),28.376,12.581
   891 Gunhild (1918 DQ),55.747,11.892
   892 Seeligeria (1918 DR),74.481,41.39
   893 Leopoldina (1918 DS),85.992,14.115
   894 Erda (1918 DT),28.309,4.6897
   895 Helio (1918 DU),109.568,9.347
   896 Sphinx (1918 DV),11.974,26.270
   897 Lysistrata (1918 DZ),24.337,11.26
   898 Hildegard (1918 EA),11.693,24.855
   899 Jokaste (1918 EB),31.018,6.245
   900 Rosalinde (1918 EC),19.618,16.648
   901 Brunsia (1918 EE),13.210,3.1363
   902 Probitas (1918 EJ),8.552,10.117
   903 Nealley (1918 EM),58.065,21.60
   904 Rockefellia (1918 EO),49.146,6.826
   905 Universitas (1918 ES),12.070,14.238
   906 Repsolda (1918 ET),65.752,15.368
   907 Rhoda (1918 EU),82.660,22.44
   908 Buda (1918 EX),30.749,14.572
   909 Ulla (1919 FA),116.44,8.73
   910 Anneliese (1919 FB),48.590,11.2863
   911 Agamemnon (1919 FD),131.038,6.592
   912 Maritima (1919 FJ),82.675,1332.
   913 Otila (1919 FL),11.636,4.8720
   914 Palisana (1919 FN),76.190,15.922
   915 Cosette (1918 b),11.699,4.445
   916 America (1915 S1),33.23,37.294
   917 Lyka (1915 S4),34.878,7.92
   918 Itha (1919 FR),21.561,3.47393
   919 Ilsebill (1918 EQ),33.500,5.0325
   920 Rogeria (1919 FT),26.656,12.244
   921 Jovita (1919 FV),55.312,15.64
   922 Schlutia (1919 FW),18.579,7.85683
   923 Herluga (1919 GB),34.553,19.746
   924 Toni (1919 GC),85.49,19.437
   925 Alphonsina (1920 GM),57.505,7.880
   926 Imhilde (1920 GN),48.48,26.8
   927 Ratisbona (1920 GO),75.892,12.986
   928 Hildrun (1920 GP),62.817,14.13
   929 Algunde (1920 GR),11.443,3.31016
   930 Westphalia (1920 GS),34.922,100.66
   931 Whittemora (1920 GU),45.298,19.199
   932 Hooveria (1920 GV),58.978,78.44
   933 Susi (1927 CH),21.82,4.6222
   934 Thuringia (1920 HK),53.714,8.166
   935 Clivia (1920 HM),6.411,3.6222
   936 Kunigunde (1920 HN),43.227,9.3650
   937 Bethgea (1920 HO),11.383,7.5390
   938 Chlosinde (1920 HQ),33.466,19.204
   939 Isberga (1920 HR),10.390,2.9173
   940 Kordula (1920 HT),79.852,15.57
   942 Romilda (1920 HW),36.772,6.965
   943 Begonia (1920 HX),70.572,15.66
   944 Hidalgo (1920 HZ),38.,10.063
   945 Barcelona (1921 JB),25.618,7.36
   946 Poesia (1921 JC),36.210,108.5
   947 Monterosa (1921 JD),26.060,5.164
   948 Jucunda (1921 JE),17.331,26.24
   949 Hel (1921 JK),63.494,8.215
   950 Ahrensa (1921 JP),13.704,202.
   951 Gaspra (1916 S45),12.2,7.042
   952 Caia (1916 S61),88.692,7.51
   953 Painleva (1921 JT),24.062,7.389
   954 Li (1921 JU),58.771,7.207
   955 Alstede (1921 JV),17.33,5.19
   956 Elisa (1921 JW),10.474,16.492
   957 Camelia (1921 JX),91.548,150.
   958 Asplinda (1921 KC),45.117,16.543
   959 Arne (1921 KF),45.176,123.7
   960 Birgit (1921 KH),7.506,8.85
   963 Iduberga (1921 KR),9.008,3.0341
   964 Subamara (1921 KS),19.835,6.868
   965 Angelica (1921 KT),60.857,26.752
   966 Muschi (1921 KU),25.509,5.355
   967 Helionape (1921 KV),10.216,3.234
   968 Petunia (1921 KW),24.422,61.280
   969 Leocadia (1921 KZ),17.321,6.87
   970 Primula (1921 LB),9.204,2.777
   971 Alsatia (1921 LF),60.867,9.614
   972 Cohnia (1922 LK),77.827,18.472
   973 Aralia (1922 LR),51.609,7.3662
   974 Lioba (1922 LS),25.001,38.7
   975 Perseverantia (1922 LT),22.169,7.267
   976 Benjamina (1922 LU),83.195,9.701
   977 Philippa (1922 LV),65.471,15.405
   978 Aidamina (1922 LY),92.105,10.099
   979 Ilsewa (1922 MC),35.741,42.61
   980 Anacostia (1921 W19),74.679,20.117
   981 Martina (1917 S92),32.545,11.267
   982 Franklina (1922 MD),33.227,16.
   983 Gunila (1922 ME),73.87,8.37
   984 Gretia (1922 MH),32.449,5.778
   986 Amelia (1922 MQ),48.677,9.52
   987 Wallia (1922 MR),52.651,10.0813
   988 Appella (1922 MT),20.431,120.
   989 Schwassmannia (1922 MW),12.630,107.85
   990 Yerkes (1922 MZ),21.428,24.56
   992 Swasey (1922 ND),27.585,13.308
   993 Moultona (1923 NJ),12.433,5.2712
   994 Otthild (1923 NL),20.786,5.95
   995 Sternberga (1923 NP),20.222,14.612
   996 Hilaritas (1923 NM),29.128,10.05
   997 Priska (1923 NR),20.274,16.22
   998 Bodea (1923 NU),27.943,8.574
   999 Zachia (1923 NW),16.848,22.837
  1000 Piazzia (1923 NZ),47.78,9.47
  1001 Gaussia (1923 OA),72.711,20.99
  1002 Olbersia (1923 OB),22.938,10.244
  1003 Lilofee (1923 OK),33.678,8.255
  1004 Belopolskya (1923 OS),71.60,9.44
  1005 Arago (1923 OT),61.132,8.784
  1006 Lagrangea (1923 OU),35.310,32.79
  1007 Pawlowia (1923 OX),18.264,8.23
  1008 La Paz (1923 PD),41.061,8.998
  1010 Marlene (1923 PF),46.876,31.06
  1012 Sarema (1924 PM),20.905,10.32
  1013 Tombecka (1924 PQ),34.613,6.053
  1014 Semphyra (1924 PW),17.487,5.636
  1015 Christa (1924 QF),82.350,11.230
  1016 Anitra (1924 QG),9.539,5.92951
  1017 Jacqueline (1924 QL),40.152,7.87
  1018 Arnolda (1924 QM),16.557,14.617
  1019 Strackea (1924 QN),7.169,4.044
  1020 Arcadia (1924 QV),10.067,17.02
  1021 Flammario (1924 RG),100.765,12.160
  1022 Olympiada (1924 RT),34.297,3.822
  1023 Thomana (1924 RU),58.27,17.56
  1024 Hale (A923 YO13),43.274,16.0
  1025 Riema (1923 NX),4.605,3.588
  1026 Ingrid (1923 NY),7.353,5.
  1027 Aesculapia (A923 YO11),31.225,13.529
  1028 Lydina (1923 PG),88.526,11.680
  1029 La Plata (1924 RK),20.78,15.310
  1030 Vitja (1924 RQ),59.717,5.7014
  1031 Arctica (1924 RR),75.400,24.904
  1032 Pafuri (1924 SA),65.658,24.
  1033 Simona (1924 SM),19.195,10.07
  1035 Amata (1924 SW),56.063,9.081
  1036 Ganymed (1924 TD),37.675,10.297
  1038 Tuckia (1924 TK),58.3,23.2
  1039 Sonneberga (1924 TL),33.853,34.2
  1040 Klumpkea (1925 BD),22.340,59.2
  1041 Asta (1925 FA),60.571,7.554
  1042 Amazone (1925 HA),63.920,540.
  1043 Beate (1925 HB),31.986,44.3
  1044 Teutonia (1924 RO),17.511,3.153
  1046 Edwin (1924 UA),29.084,5.2906
  1047 Geisha (1924 TE),10.729,25.62
  1048 Feodosia (1924 TP),62.218,10.46
  1049 Gotho (1925 RB),56.296,8.470
  1050 Meta (1925 RC),8.773,6.142
  1051 Merope (1925 SA),60.439,27.2
  1052 Belgica (1925 VD),9.785,2.7097
  1054 Forsytia (1925 WD),47.780,7.650
  1055 Tynka (1925 WG),13.479,11.893
  1056 Azalea (1924 QD),11.869,11.893
  1057 Wanda (1925 QB),44.657,28.8
  1058 Grubba (1925 MA),11.910,46.30
  1059 Mussorgskia (1925 OA),25.227,5.636
  1060 Magnolia (1925 PA),6.844,2.911
  1061 Paeonia (1925 TB),23.092,7.9971
  1062 Ljuba (1925 TD),58.031,33.8
  1063 Aquilegia (1925 XA),11.288,5.792
  1064 Aethusa (1926 PA),20.007,8.621
  1067 Lunaria (1926 RG),20.011,6.057
  1068 Nofretete (1926 RK),21.346,6.15
  1069 Planckia (1927 BC),35.657,8.665
  1070 Tunica (1926 RB),39.131,15.673
  1071 Brita (1924 RE),60.862,5.8169
  1072 Malva (1926 TA),53.675,10.080
  1073 Gellivara (1923 OW),25.992,11.32
  1074 Beljawskya (1925 BE),49.189,6.284
  1075 Helina (1926 SC),26.198,44.9
  1076 Viola (1926 TE),22.298,7.336
  1077 Campanula (1926 TK),9.709,3.85085
  1078 Mentha (1926 XB),12.619,85.
  1079 Mimosa (1927 AD),20.7,64.6
  1080 Orchis (1927 QB),21.797,16.1
  1081 Reseda (1927 QF),37.810,7.3002
  1082 Pirola (1927 UC),42.607,15.8525
  1083 Salvia (1928 BC),8.927,4.23
  1084 Tamariwa (1926 CC),26.476,6.1961
  1085 Amaryllis (1927 QH),69.281,18.111
  1086 Nata (1927 QL),66.27,18.061
  1087 Arabis (1927 RD),37.498,5.794
  1088 Mitaka (1927 WA),15.137,3.0361
  1089 Tama (1927 WB),13.082,16.44
  1090 Sumida (1928 DG),12.977,2.719
  1091 Spiraea (1928 DT),35.178,7.01
  1092 Lilium (1924 PN),40.276,24.60
  1093 Freda (1925 LA),116.73,19.67
  1094 Siberia (1926 CB),17.869,21.15
  1095 Tulipa (1926 GS),27.875,2.78721
  1096 Reunerta (1928 OB),42.333,13.036
  1097 Vicia (1928 PC),23.110,26.5
  1098 Hakone (1928 RJ),26.684,7.142
  1099 Figneria (1928 RQ),23.309,13.577
  1100 Arnica (1928 SD),16.894,14.535
  1101 Clematis (1928 SJ),33.765,34.3
  1102 Pepita (1928 VA),36.632,5.1054
  1103 Sequoia (1928 VB),6.692,3.03784
  1104 Syringa (1928 XA),23.244,5.1547
  1105 Fragaria (1929 AB),31.518,5.4312
  1106 Cydonia (1929 CW),12.140,2.679
  1107 Lictoria (1929 FB),79.079,8.5616
  1108 Demeter (1929 KA),25.285,9.846
  1109 Tata (1929 CU),61.817,8.277
  1110 Jaroslawa (1928 PD),12.306,97.4
  1112 Polonia (1928 PE),39.661,82.5
  1113 Katja (1928 QC),44.792,18.465
  1114 Lorraine (1928 WA),75.631,20.71
  1115 Sabauda (1928 XC),75.907,6.718
  1116 Catriona (1929 GD),38.741,8.832
  1117 Reginita (1927 KA),10.193,2.946
  1118 Hanskya (1927 QD),70.954,15.61
  1119 Euboea (1927 UB),29.443,11.41
  1120 Cannonia (1928 RV),10.184,3.816
  1121 Natascha (1928 RZ),12.859,13.197
  1122 Neith (1928 SB),11.566,12.599
  1123 Shapleya (1928 ST),11.282,52.92
  1124 Stroobantia (1928 TB),24.450,16.39
  1125 China (1957 UN1),26.513,5.367
  1126 Otero (1929 AC),10.974,3.64808
  1127 Mimi (1929 AJ),46.006,12.749
  1128 Astrid (1929 EB),41.851,10.228
  1129 Neujmina (1929 PH),34.576,5.0844
  1130 Skuld (1929 RC),10.125,4.810
  1132 Hollandia (1929 RB1),27.235,5.360
  1133 Lugduna (1929 RC1),8.275,5.477
  1135 Colchis (1929 TA),50.592,23.47
  1136 Mercedes (1929 UA),25.296,24.64
  1137 Raissa (1929 WB),19.421,142.79
  1140 Crimea (1929 YC),29.179,9.77
  1142 Aetolia (1930 BC),22.135,10.730
  1143 Odysseus (1930 BH),114.624,10.114
  1144 Oda (1930 BJ),56.347,44.023
  1145 Robelmonte (1929 CC),24.029,8.002
  1146 Biarmia (1929 JF),32.925,5.4700
  1147 Stavropolis (1929 LF),13.430,5.66070
  1148 Rarahu (1929 NA),27.512,6.5447
  1149 Volga (1929 PF),52.377,27.5
  1150 Achaia (1929 RB),7.689,60.99
  1151 Ithaka (1929 RK),12.120,4.93115
  1152 Pawona (1930 AD),17.130,3.4154
  1153 Wallenbergia (1924 SL),8.037,4.096
  1154 Astronomia (1927 CB),55.715,18.1154
  1155 Aenna (1928 BD),9.284,8.07
  1156 Kira (1928 DA),6.831,2.9710
  1157 Arabia (1929 QC),29.113,15.225
  1158 Luda (1929 QF),18.636,6.863
  1159 Granada (1929 RD),27.839,31.
  1160 Illyria (1929 RL),13.977,4.1025
  1162 Larissa (1930 AC),42.243,6.516
  1163 Saga (1930 BA),32.429,9.365
  1164 Kobolda (1930 FB),7.651,4.141
  1165 Imprinetta (1930 HM),53.187,8.107
  1166 Sakuntala (1930 MA),26.011,6.29
  1167 Dubiago (1930 PB),63.12,14.3
  1168 Brandia (1930 QA),10.110,11.444
  1170 Siva (1930 SQ),10.37,5.22
  1171 Rusthawelia (1930 TA),82.229,10.98
  1172 Aneas (1930 UA),118.020,8.705
  1173 Anchises (1930 UB),99.549,11.595
  1174 Marmara (1930 UC),18.142,12.
  1175 Margo (1930 UD),24.266,6.0136
  1176 Lucidor (1930 VE),17.489,4.0791
  1177 Gonnessia (1930 WA),91.98,30.51
  1178 Irmela (1931 EC),19.663,11.989
  1179 Mally (1931 FD),13.159,46.692
  1180 Rita (1931 GE),97,14.849
  1181 Lilith (1927 CQ),20.492,15.033
  1182 Ilona (1927 EA),14.162,29.8553
  1183 Jutta (1930 DC),23.751,212.5
  1184 Gaea (1926 RE),11.783,2.871
  1185 Nikko (1927 WC),8.347,3.79
  1186 Turnera (1929 PL),34.290,12.085
  1187 Afra (1929 XC),32.348,14.0701
  1188 Gothlandia (1930 SB),12.670,3.4916
  1189 Terentia (1930 SG),59.246,19.308
  1190 Pelagia (1930 SL),17.923,2.3661
  1191 Alfaterna (1931 CA),47.397,3.664
  1192 Prisma (1931 FE),7.377,6.558
  1193 Africa (1931 HB),12.220,158.7
  1194 Aletta (1931 JG),41.358,20.39
  1195 Orangia (1931 KD),6.258,6.167
  1196 Sheba (1931 KE),25.274,6.319
  1197 Rhodesia (1931 LD),47.741,16.060
  1199 Geldonia (1931 RF),30.395,28.3
  1200 Imperatrix (1931 RH),42.006,17.769
  1201 Strenua (1931 RK),35.825,14.775
  1202 Marina (1931 RL),54.93,9.45
  1203 Nanna (1931 TA),35.18,18.54
  1206 Numerowia (1931 UH),14.534,4.7743
  1207 Ostenia (1931 VT),21.925,9.073
  1208 Troilus (1931 YA),100.477,56.17
  1209 Pumma (1927 HA),26.889,8.5001
  1210 Morosovia (1931 LB),33.663,15.2616
  1211 Bressole (1931 XA),45.809,31.812
  1212 Francette (1931 XC),76.395,22.433
  1213 Algeria (1931 XD),29.175,16.
  1214 Richilde (1932 AA),36.668,9.860
  1215 Boyer (1932 BA),13.041,10.36
  1216 Askania (1932 BL),10.533,6.536
  1218 Aster (1932 BJ),5.554,3.1581
  1219 Britta (1932 CJ),9.860,5.575
  1220 Crocus (1932 CU),17.866,491.4
  1222 Tina (1932 LA),25.781,13.395
  1223 Neckar (1931 TG),22.783,7.81
  1224 Fantasia (1927 SD),13.816,4.995
  1225 Ariane (1930 HK),9.194,5.5068
  1226 Golia (1930 HL),11.679,4.097
  1227 Geranium (1931 TD),46.269,12.363
  1230 Riceia (1931 TX1),6.194,6.67317
  1231 Auricula (1931 TE2),18.713,3.9816
  1232 Cortusa (1931 TF2),36.367,25.16
  1233 Kobresia (1931 TG2),33.323,27.83
  1234 Elyna (1931 UF),22.876,5.4221
  1236 Thais (1931 VX),22.34,72.
  1237 Genevieve (1931 XB),39.81,16.37
  1238 Predappia (1932 CA),20.606,8.94
  1240 Centenaria (1932 CD),63.035,11.2907
  1241 Dysona (1932 EB1),79.190,8.6080
  1242 Zambesia (1932 HL),47.594,15.72
  1243 Pamela (1932 JE),69.883,26.017
  1244 Deira (1932 KE),28.816,210.6
  1245 Calvinia (1932 KF),29.751,4.8523
  1246 Chaka (1932 OA),17.634,25.462
  1248 Jugurtha (1932 RO),28.468,12.910
  1249 Rutherfordia (1932 VB),13.063,18.242
  1250 Galanthus (1933 BD),20.062,3.92
  1251 Hedera (1933 BE),13.239,19.9000
  1252 Celestia (1933 DG),19.037,10.636
  1253 Frisia (1931 TV1),21.682,14.557
  1254 Erfordia (1932 JA),51.540,12.287
  1255 Schilowa (1932 NC),33.669,29.536
  1256 Normannia (1932 PD),68.253,488.063
  1257 Mora (1932 PE),21.392,5.2948
  1258 Sicilia (1932 PG),45.669,13.500
  1259 Ogyalla (1933 BT),36.111,17.334
  1261 Legia (1933 FB),32.576,8.693
  1262 Sniadeckia (1933 FE),71.011,17.57
  1263 Varsavia (1933 FF),49.29,7.1639
  1264 Letaba (1933 HG),66.040,32.74
  1265 Schweikarda (1911 MV),19.335,18.13
  1266 Tone (1927 BD),75.470,7.40
  1267 Geertruida (1930 HD),23.572,5.5087
  1268 Libya (1930 HJ),96.708,14.05
  1269 Rollandia (1930 SH),104.893,19.98
  1270 Datura (1930 YE),8.203,3.359
  1271 Isergina (1931 TN),47.524,7.59932
  1272 Gefion (1931 TZ1),6.965,3.087
  1273 Helma (1932 PF),6.278,6.0851
  1274 Delportia (1932 WC),9.611,5.615
  1275 Cimbria (1932 WG),27.622,5.65
  1276 Ucclia (1933 BA),36.499,4.90768
  1277 Dolores (1933 HA),32.587,17.19
  1278 Kenya (1933 LA),19.361,188.
  1279 Uganda (1933 LB),6.804,23.2
  1280 Baillauda (1933 QB),50.83,12.6
  1281 Jeanne (1933 QJ),25.716,15.18
  1282 Utopia (1933 QM1),57.702,13.623
  1283 Komsomolia (1925 SC),29.569,32.175
  1284 Latvia (1933 OP),41.128,9.55
  1285 Julietta (1933 QF),42.430,20.3
  1286 Banachiewicza (1933 QH),21.474,8.63
  1287 Lorcia (1933 QL),21.678,8.8776
  1288 Santa (1933 QM),31.378,7.605
  1289 Kutaissi (1933 QR),21.531,3.60
  1291 Phryne (1933 RA),27.418,5.58410
  1292 Luce (1933 SH),13.899,6.9541
  1293 Sonja (1933 SO),7.80,2.878
  1294 Antwerpia (1933 UB1),37.199,6.63
  1295 Deflotte (1933 WD),47.407,14.64
  1296 Andree (1933 WE),26.298,5.18366
  1297 Quadea (1934 AD),22.420,6.267
  1298 Nocturna (1934 AE),37.802,34.80
  1299 Mertona (1934 BA),14.140,4.977
  1300 Marcelle (1934 CL),28.194,12.
  1301 Yvonne (1934 EA),21.438,7.320
  1303 Luthera (1928 FP),81.685,5.878
  1304 Arosa (1928 KC),43.613,7.7478
  1305 Pongola (1928 OC),24.110,8.335
  1306 Scythia (1930 OB),66.780,7.525
