SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS
Q117,P.S. 117 J. Keld / Briarwood School,4,GEN ED,153,5,30.6,28,32
Q121,P.S. 121 Queens,4,GEN ED,132,6,22,20,24
Q121,P.S. 121 Queens,4,CTT,20,1,20,20,20
Q139,P.S. 139 Rego Park,4,GEN ED,134,5,26.8,25,28
Q140,P.S. 140 Edward K Ellington,4,GEN ED,103,4,25.8,23,28
Q144,P.S. 144 Col Jeromus Remsen,4,GEN ED,74,3,24.7,24,26
Q144,P.S. 144 Col Jeromus Remsen,4,CTT,22,1,22,22,22
Q160,P.S. 160 Walter Francis Bishop,4,GEN ED,76,3,25.3,25,26
Q160,P.S. 160 Walter Francis Bishop,4,CTT,24,1,24,24,24
Q161,P.S. 161 Arthur Ashe School,4,GEN ED,110,4,27.5,27,29
Q161,P.S. 161 Arthur Ashe School,4,CTT,25,1,25,25,25
Q174,P.S. 174 William Sidney Mount,4,GEN ED,61,2,30.5,30,31
Q175,P.S. 175 The Lynn Gross Discovery School,4,GEN ED,96,3,32,31,33
Q196,P.S. 196 Grand Central Parkway,4,GEN ED,108,4,27,27,27
Q206,P.S. 206 The Horace Harding School,4,GEN ED,88,3,29.3,28,31
Q220,P.S. 220 Edward Mandel,4,GEN ED,31,1,31,31,31
Q220,P.S. 220 Edward Mandel,4,CTT,32,1,32,32,32
Q015,P.S. 015 Jackie Robinson,4,GEN ED,69,3,23,22,24
Q033,P.S. 033 Edward M. Funk,4,GEN ED,163,5,32.6,32,33
Q034,P.S. 034 John Harvard,4,GEN ED,73,3,24.3,24,25
Q035,P.S. 035 Nathaniel Woodhull,4,GEN ED,89,4,22.3,20,26
Q036,P.S. 036 Saint Albans School,4,GEN ED,56,2,28,28,28
Q036,P.S. 036 Saint Albans School,4,CTT,26,1,26,26,26
Q037,Cynthia Jenkins School,4,GEN ED,73,3,24.3,23,26
Q038,P.S. 038 Rosedale,4,GEN ED,53,2,26.5,26,27
Q052,P.S. 052 Queens,4,GEN ED,56,2,28,27,29
Q052,P.S. 052 Queens,4,CTT,29,1,29,29,29
Q095,P.S. 095 Eastwood,4,GEN ED,198,7,28.3,25,31
Q095,P.S. 095 Eastwood,4,CTT,29,1,29,29,29
Q116,PS/IS 116 William C. Hughley,4,GEN ED,83,3,27.7,27,28
Q118,P.S. 118 Lorraine Hansberry,4,GEN ED,78,3,26,25,27
Q118,P.S. 118 Lorraine Hansberry,4,CTT,22,1,22,22,22
Q131,P.S. 131 Abigail Adams,4,GEN ED,144,5,28.8,28,29
Q132,P.S. 132 Ralph Bunche,4,GEN ED,68,3,22.7,20,25
Q134,P.S. 134 Hollis,4,GEN ED,57,2,28.5,28,29
Q135,The Bellaire School,4,GEN ED,172,6,28.7,14,32
Q135,The Bellaire School,4,CTT,31,1,31,31,31
Q136,P.S. 136 Roy Wilkins,4,GEN ED,104,4,26,26,26
Q138,P.S. 138 Sunrise,4,GEN ED,84,4,21,21,21
Q147,PS/MS 147 Ronald McNair,4,GEN ED,86,3,28.7,27,30
Q156,P.S. 156 Laurelton,4,GEN ED,74,3,24.7,24,25
Q176,P.S. 176 Cambria Heights,4,GEN ED,140,5,28,26,31
Q181,P.S. 181 Brookfield,4,GEN ED,58,2,29,28,30
Q195,P.S. 195 William Haberle,4,GEN ED,100,3,33.3,33,34
Q195,P.S. 195 William Haberle,4,CTT,35,1,35,35,35
Q208,P.S. / I.S. 208,4,GEN ED,60,2,30,30,30
Q208,P.S. / I.S. 208,4,CTT,26,1,26,26,26
Q268,PS/IS 268,4,GEN ED,54,2,27,26,28
Q270,The Gordon Parks School,4,GEN ED,28,1,28,28,28
Q270,The Gordon Parks School,4,CTT,25,1,25,25,25
Q295,P.S./I.S. 295,4,GEN ED,53,2,26.5,26,27
Q002,P.S. 002 Alfred Zimberg,4,GEN ED,96,4,24,22,26
Q002,P.S. 002 Alfred Zimberg,4,CTT,24,1,24,24,24
Q011,P.S. 011 Kathryn Phelan,4,GEN ED,158,6,26.3,23,28
Q017,P.S. 017 Henry David Thoreau,4,GEN ED,70,3,23.3,23,24
Q017,P.S. 017 Henry David Thoreau,4,CTT,22,1,22,22,22
Q069,P.S. 069 Jackson Heights,4,GEN ED,140,5,28,25,31
Q069,P.S. 069 Jackson Heights,4,CTT,28,1,28,28,28
Q070,P.S. 070 Queens,4,GEN ED,152,5,30.4,24,33
Q070,P.S. 070 Queens,4,CTT,23,1,23,23,23
Q076,P.S. 076 William Hallet,4,GEN ED,44,2,22,21,23
Q076,P.S. 076 William Hallet,4,CTT,28,1,28,28,28
Q078,P.S. 078,4,GEN ED,31,2,15.5,15,16
Q084,P.S. 084 Steinway,4,GEN ED,30,1,30,30,30
Q084,P.S. 084 Steinway,4,CTT,24,1,24,24,24
Q085,P.S. 085 Judge Charles Vallone,4,GEN ED,57,2,28.5,28,29
Q092,P.S. 092 Harry T. Stewart Sr.,4,GEN ED,120,4,30,29,31
Q092,P.S. 092 Harry T. Stewart Sr.,4,CTT,27,1,27,27,27
Q111,P.S. 111 Jacob Blackwell,4,GEN ED,19,1,19,19,19
Q111,P.S. 111 Jacob Blackwell,4,CTT,25,1,25,25,25
Q112,P.S. 112 Dutch Kills,4,GEN ED,80,3,26.7,26,27
Q122,P.S. 122 Mamie Fay,4,GEN ED,158,5,31.6,30,33
Q122,P.S. 122 Mamie Fay,4,CTT,29,1,29,29,29
Q127,P.S. 127 Aerospace Science Magne,4,GEN ED,109,4,27.3,24,30
Q127,P.S. 127 Aerospace Science Magne,4,CTT,29,1,29,29,29
Q148,P.S. 148 Queens,4,GEN ED,160,5,32,30,34
Q148,P.S. 148 Queens,4,CTT,29,1,29,29,29
Q149,P.S. 149 Christa Mcauliffe,4,GEN ED,187,7,26.7,21,30
Q149,P.S. 149 Christa Mcauliffe,4,CTT,27,1,27,27,27
Q150,P.S. 150 Queens,4,GEN ED,103,4,25.8,24,27
Q150,P.S. 150 Queens,4,CTT,50,2,25,23,27
Q150,P.S. 150 Queens,4,G&T,21,1,21,21,21
Q151,P.S. 151 Mary D. Carter,4,GEN ED,56,2,28,28,28
Q151,P.S. 151 Mary D. Carter,4,CTT,26,1,26,26,26
Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,4,GEN ED,141,5,28.2,26,31
Q152,Q152 - P.S. 152 Gwendoline N. Alleyne School,4,CTT,24,1,24,24,24
Q166,P.S. 166 Henry Gradstein,4,GEN ED,144,5,28.8,27,32
Q166,P.S. 166 Henry Gradstein,4,CTT,25,1,25,25,25
Q171,P.S. 171 Peter G. Van Alst,4,GEN ED,57,2,28.5,28,29
Q171,P.S. 171 Peter G. Van Alst,4,CTT,53,2,26.5,26,27
Q212,P.S. 212,4,GEN ED,105,4,26.3,26,27
Q212,P.S. 212,4,CTT,28,1,28,28,28
Q234,P.S. 234,4,GEN ED,106,4,26.5,25,28
R001,P.S. 001 Tottenville,4,GEN ED,67,2,33.5,33,34
R001,P.S. 001 Tottenville,4,CTT,33,1,33,33,33
R003,P.S. 003 The Margaret Gioiosa School,4,GEN ED,128,4,32,32,32
R004,P.S. 004 Maurice Wollin,4,GEN ED,49,2,24.5,24,25
R004,P.S. 004 Maurice Wollin,4,CTT,58,3,19.3,16,25
R005,P.S. 005 Huguenot,4,GEN ED,35,2,17.5,17,18
R006,P.S. 6 Corporal Allan F. Kivlehan School,4,GEN ED,87,3,29,28,30
R006,P.S. 6 Corporal Allan F. Kivlehan School,4,CTT,28,1,28,28,28
R008,P.S. 8 Shirlee Solomon,4,GEN ED,79,3,26.3,26,27
K123,P.S. 123 Suydam,4,GEN ED,133,6,22.2,20,25
R011,P.S. 11 Thomas Dongan School,4,GEN ED,36,2,18,17,19
R013,P.S. 013 M. L. Lindemeyer,4,GEN ED,106,4,26.5,26,27
R014,P.S. 014 Cornelius Vanderbilt,4,GEN ED,97,3,32.3,32,33
R016,P.S. 016 John J. Driscoll,4,GEN ED,118,5,23.6,23,26
R016,P.S. 016 John J. Driscoll,4,CTT,23,1,23,23,23
R018,P.S. 018 John G. Whittier,4,GEN ED,22,1,22,22,22
R018,P.S. 018 John G. Whittier,4,CTT,56,2,28,28,28
R019,P.S. 019 The Curtis School,4,GEN ED,68,3,22.7,22,23
R019,P.S. 019 The Curtis School,4,CTT,24,1,24,24,24
R020,P.S. 020 Port Richmond,4,GEN ED,69,3,23,22,24
R021,P.S. 21 Margaret Emery-Elm Park,4,GEN ED,50,2,25,24,26
R021,P.S. 21 Margaret Emery-Elm Park,4,CTT,25,1,25,25,25
R022,P.S. 022 Graniteville,4,GEN ED,185,6,30.8,29,32
R022,P.S. 022 Graniteville,4,CTT,29,1,29,29,29
R023,P.S. 023 Richmondtown,4,GEN ED,73,3,24.3,23,26
R026,P.S. 026 The Carteret School,4,GEN ED,23,1,23,23,23
R029,P.S. 029 Bardwell,4,GEN ED,57,2,28.5,28,29
R029,P.S. 029 Bardwell,4,CTT,29,1,29,29,29
R030,P.S. 030 Westerleigh,4,GEN ED,102,4,25.5,24,28
R030,P.S. 030 Westerleigh,4,CTT,24,1,24,24,24
R031,P.S. 031 William T. Davis,4,GEN ED,49,3,16.3,15,18
R031,P.S. 031 William T. Davis,4,CTT,27,1,27,27,27
R032,P.S. 032 The Gifford School,4,GEN ED,86,3,28.7,28,29
R032,P.S. 032 The Gifford School,4,CTT,30,1,30,30,30
R035,P.S. 35 The Clove Valley School,4,GEN ED,69,3,23,15,27
R036,P.S. 036 J. C. Drumgoole,4,GEN ED,82,3,27.3,27,28
R036,P.S. 036 J. C. Drumgoole,4,CTT,30,1,30,30,30
R038,P.S. 038 George Cromwell,4,GEN ED,37,2,18.5,18,19
R038,P.S. 038 George Cromwell,4,CTT,22,1,22,22,22
R039,P.S. 39 Francis J. Murphy Jr.,4,GEN ED,75,3,25,24,26
R041,P.S. 041 New Dorp,4,GEN ED,91,3,30.3,29,32
R042,P.S. 042 Eltingville,4,GEN ED,117,5,23.4,21,31
R042,P.S. 042 Eltingville,4,CTT,30,1,30,30,30
R044,P.S. 044 Thomas C. Brown,4,GEN ED,78,3,26,25,27
R044,P.S. 044 Thomas C. Brown,4,CTT,25,1,25,25,25
R045,P.S. 045 John Tyler,4,GEN ED,119,4,29.8,28,31
R045,P.S. 045 John Tyler,4,CTT,28,1,28,28,28
R046,P.S. 046 Albert V. Maniscalco,4,GEN ED,29,1,29,29,29
R048,P.S. 048 William C. Wilcox,4,GEN ED,77,3,25.7,23,30
R050,P.S. 050 Frank Hankinson,4,GEN ED,27,1,27,27,27
R050,P.S. 050 Frank Hankinson,4,CTT,32,1,32,32,32
R050,P.S. 050 Frank Hankinson,4,G&T,25,1,25,25,25
R052,P.S. 052 John C. Thompson,4,GEN ED,46,2,23,22,24
R052,P.S. 052 John C. Thompson,4,CTT,37,2,18.5,18,19
R053,P.S. 053 Bay Terrace,4,GEN ED,79,3,26.3,26,27
R053,P.S. 053 Bay Terrace,4,CTT,29,1,29,29,29
R054,P.S. 054 Charles W. Leng,4,GEN ED,110,4,27.5,26,30
R054,P.S. 054 Charles W. Leng,4,CTT,28,1,28,28,28
R055,P.S. 055 Henry M. Boehm,4,GEN ED,94,3,31.3,30,32
R055,P.S. 055 Henry M. Boehm,4,CTT,26,1,26,26,26
R056,P.S. 56 The Louis Desario School,4,GEN ED,96,3,32,31,33
R056,P.S. 56 The Louis Desario School,4,CTT,26,1,26,26,26
R057,P.S. 057 Hubert H. Humphrey,4,GEN ED,54,2,27,26,28
R057,P.S. 057 Hubert H. Humphrey,4,CTT,30,1,30,30,30
R058,Space Shuttle Columbia School,4,GEN ED,73,3,24.3,23,27
R058,Space Shuttle Columbia School,4,CTT,28,1,28,28,28
R060,P.S. 060 Alice Austen,4,GEN ED,107,4,26.8,24,31
R060,P.S. 060 Alice Austen,4,CTT,27,1,27,27,27
R069,P.S. 069 Daniel D. Tompkins,4,GEN ED,92,3,30.7,28,34
R069,P.S. 069 Daniel D. Tompkins,4,CTT,33,1,33,33,33
R069,P.S. 069 Daniel D. Tompkins,4,G&T,27,1,27,27,27
R080,The Michael J. Petrides School,4,GEN ED,64,2,32,32,32
R080,The Michael J. Petrides School,4,CTT,32,1,32,32,32
K045,P.S. 045 Horace E. Greene,4,GEN ED,116,5,23.2,22,25
K075,P.S. 075 Mayda Cortiella,4,GEN ED,68,3,22.7,22,23
K075,P.S. 075 Mayda Cortiella,4,CTT,24,1,24,24,24
K086,P.S. 086 The Irvington,4,GEN ED,95,4,23.8,23,24
K106,P.S. 106 Edward Everett Hale,4,GEN ED,90,4,22.5,18,25
K116,P.S. 116 Elizabeth L Farrell,4,GEN ED,57,3,19,19,19
K116,P.S. 116 Elizabeth L Farrell,4,CTT,23,1,23,23,23
K145,P.S. 145 Andrew Jackson,4,GEN ED,114,4,28.5,28,29
K151,P.S. 151 Lyndon B. Johnson,4,GEN ED,51,2,25.5,25,26
K151,P.S. 151 Lyndon B. Johnson,4,CTT,23,1,23,23,23
K274,P.S. 274 Kosciusko,4,GEN ED,101,4,25.3,25,26
K299,P.S. 299 Thomas Warren Field,4,GEN ED,58,2,29,28,30
K376,P.S. 376,4,GEN ED,67,3,22.3,21,23
K376,P.S. 376,4,CTT,23,1,23,23,23
K376,P.S. 376,4,G&T,17,1,17,17,17
K377,P.S. 377 Alejandrina B. De Gautier,4,GEN ED,58,2,29,28,30
K377,P.S. 377 Alejandrina B. De Gautier,4,CTT,26,1,26,26,26
K384,P.S. /I.S. 384 Frances E. Carter,4,GEN ED,57,2,28.5,28,29
K384,P.S. /I.S. 384 Frances E. Carter,4,CTT,28,1,28,28,28
M015,P.S. 015 Roberto Clemente,5,GEN ED,27,1,27,27,27
M019,P.S. 019 Asher Levy,5,GEN ED,22,1,22,22,22
M019,P.S. 019 Asher Levy,5,CTT,21,1,21,21,21
M020,P.S. 020 Anna Silver,5,GEN ED,57,2,28.5,28,29
M020,P.S. 020 Anna Silver,5,CTT,29,1,29,29,29
M034,P.S. 034 Franklin D. Roosevelt,5,GEN ED,19,1,19,19,19
M034,P.S. 034 Franklin D. Roosevelt,5,CTT,19,1,19,19,19
M063,P.S. 063 William McKinley,5,GEN ED,17,1,17,17,17
M063,P.S. 063 William McKinley,5,CTT,18,1,18,18,18
M064,P.S. 064 Robert Simon,5,CTT,51,2,25.5,25,26
M110,P.S. 110 Florence Nightingale,5,GEN ED,28,1,28,28,28
M110,P.S. 110 Florence Nightingale,5,CTT,27,1,27,27,27
M134,P.S. 134 Henrietta Szold,5,GEN ED,55,2,27.5,25,30
M137,P.S. 137 John L. Bernstein,5,GEN ED,24,1,24,24,24
M140,P.S. 140 Nathan Straus,5,GEN ED,31,1,31,31,31
M142,P.S. 142 Amalia Castro,5,GEN ED,45,2,22.5,22,23
M142,P.S. 142 Amalia Castro,5,CTT,22,1,22,22,22
M184,P.S. 184m Shuang Wen,5,GEN ED,68,2,34,34,34
M188,P.S. 188 The Island School,5,GEN ED,26,1,26,26,26
M188,P.S. 188 The Island School,5,CTT,25,1,25,25,25
M315,The East Village Community School,5,CTT,12,1,12,12,12
M361,The Children's Workshop School,5,CTT,34,1,34,34,34
M363,Neighborhood School,5,GEN ED,41,3,13.7,13,15
M363,Neighborhood School,5,CTT,12,1,12,12,12
M539,New Explorations into Science; Technology and Math High School,5,GEN ED,51,2,25.5,25,26
M539,New Explorations into Science; Technology and Math High School,5,G&T,25,1,25,25,25
M001,P.S. 001 Alfred E. Smith,5,GEN ED,86,3,28.7,27,30
M002,P.S. 002 Meyer London,5,GEN ED,114,4,28.5,23,31
M002,P.S. 002 Meyer London,5,CTT,25,1,25,25,25
M003,P.S. 003 Charrette School,5,GEN ED,59,2,29.5,29,30
M003,P.S. 003 Charrette School,5,CTT,26,1,26,26,26
M006,P.S. 006 Lillie D. Blake,5,GEN ED,88,3,29.3,29,30
M006,P.S. 006 Lillie D. Blake,5,CTT,28,1,28,28,28
M011,P.S. 011 William T. Harris,5,GEN ED,22,1,22,22,22
M011,P.S. 011 William T. Harris,5,CTT,24,1,24,24,24
M011,P.S. 011 William T. Harris,5,G&T,34,2,17,16,18
M033,P.S. 033 Chelsea Prep,5,GEN ED,48,2,24,23,25
M040,P.S. 040 Augustus Saint-Gaudens,5,GEN ED,53,2,26.5,26,27
M040,P.S. 040 Augustus Saint-Gaudens,5,CTT,24,1,24,24,24
M041,P.S. 041 Greenwich Village,5,GEN ED,81,3,27,26,28
M041,P.S. 041 Greenwich Village,5,CTT,26,1,26,26,26
M042,P.S. 042 Benjamin Altman,5,GEN ED,96,3,32,32,32
M051,P.S. 051 Elias Howe,5,GEN ED,53,2,26.5,26,27
M059,P.S. 059 Beekman Hill International,5,GEN ED,26,1,26,26,26
M059,P.S. 059 Beekman Hill International,5,CTT,28,1,28,28,28
M077,P.S. 77 Lower Lab School,5,G&T,52,2,26,26,26
M089,P.S. 89,5,GEN ED,50,2,25,25,25
M089,P.S. 89,5,CTT,23,1,23,23,23
M111,P.S. 111 Adolph S. Ochs,5,GEN ED,29,1,29,29,29
M111,P.S. 111 Adolph S. Ochs,5,CTT,31,1,31,31,31
M116,P.S. 116 Mary Lindley Murray,5,GEN ED,91,4,22.8,20,26
M116,P.S. 116 Mary Lindley Murray,5,CTT,24,1,24,24,24
M124,P.S. 124 Yung Wing,5,GEN ED,119,4,29.8,28,32
M124,P.S. 124 Yung Wing,5,G&T,32,1,32,32,32
M126,P.S. 126 Jacob August Riis,5,GEN ED,38,2,19,18,20
M126,P.S. 126 Jacob August Riis,5,CTT,22,1,22,22,22
M130,P.S. 130 Hernando De Soto,5,GEN ED,141,5,28.2,25,31
M130,P.S. 130 Hernando De Soto,5,G&T,32,1,32,32,32
M150,P.S. 150,5,GEN ED,24,1,24,24,24
M158,P.S. 158 Bayard Taylor,5,GEN ED,67,2,33.5,32,35
M158,P.S. 158 Bayard Taylor,5,CTT,34,1,34,34,34
M183,P.S. 183 Robert L. Stevenson,5,GEN ED,79,3,26.3,25,27
M183,P.S. 183 Robert L. Stevenson,5,CTT,27,1,27,27,27
M198,P.S. 198 Isador E. Ida Straus,5,GEN ED,52,2,26,24,28
M198,P.S. 198 Isador E. Ida Straus,5,CTT,19,1,19,19,19
M212,P.S. 212 Midtown West,5,GEN ED,54,2,27,27,27
M217,P.S./I.S. 217 Roosevelt Island,5,GEN ED,55,2,27.5,27,28
M225,Ella Baker School,5,GEN ED,28,2,14,13,15
M234,P.S. 234 Independence School,5,GEN ED,119,4,29.8,29,31
M290,P.S. 290 Manhattan New School,5,GEN ED,82,3,27.3,26,28
M290,P.S. 290 Manhattan New School,5,CTT,27,1,27,27,27
M347,The 47 American Sign Language & English Lower School,5,CTT,14,1,14,14,14
M325,P.S. 325,5,GEN ED,47,2,23.5,18,29
M442,Ballet Tech; NYC Public School for Dance,5,GEN ED,43,2,21.5,21,22
M009,P.S. 009 Sarah Anderson,5,GEN ED,25,1,25,25,25
M009,P.S. 009 Sarah Anderson,5,G&T,44,2,22,21,23
M075,P.S. 075 Emily Dickinson,5,GEN ED,47,2,23.5,20,27
M075,P.S. 075 Emily Dickinson,5,CTT,73,3,24.3,22,26
M076,P.S. 076 A. Philip Randolph,5,GEN ED,39,2,19.5,19,20
M076,P.S. 076 A. Philip Randolph,5,CTT,21,1,21,21,21
M084,P.S. 084 Lillian Weber,5,GEN ED,27,1,27,27,27
M087,P.S. 087 William Sherman,5,GEN ED,135,5,27,24,29
M145,P.S. 145; The Bloomingdale School,5,GEN ED,60,2,30,30,30
M149,P.S. 149 Sojourner Truth,5,GEN ED,38,2,19,19,19
M163,P.S. 163 Alfred E. Smith,5,GEN ED,27,1,27,27,27
M163,P.S. 163 Alfred E. Smith,5,CTT,29,1,29,29,29
M163,P.S. 163 Alfred E. Smith,5,G&T,45,2,22.5,21,24
M165,P.S. 165 Robert E. Simon,5,GEN ED,78,4,19.5,14,27
M165,P.S. 165 Robert E. Simon,5,CTT,26,1,26,26,26
M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,5,GEN ED,44,2,22,21,23
M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,5,G&T,46,2,23,23,23
M180,P.S. 180 Hugo Newman,5,GEN ED,49,3,16.3,16,17
M180,P.S. 180 Hugo Newman,5,CTT,20,1,20,20,20
M191,P.S. 191 Amsterdam,5,GEN ED,24,1,24,24,24
M199,P.S. 199 Jessie Isador Straus,5,GEN ED,91,3,30.3,30,31
M208,P.S. 208 Alain L. Locke,5,GEN ED,42,2,21,19,23
M208,P.S. 208 Alain L. Locke,5,CTT,21,1,21,21,21
M241,P.S. 241 Family Academy,5,GEN ED,30,1,30,30,30
M242,PS M242-Gwendolyn Powell Brown Computer School,5,GEN ED,21,1,21,21,21
M242,PS M242-Gwendolyn Powell Brown Computer School,5,CTT,21,1,21,21,21
M243,M.S. 243 Center School,5,GEN ED,34,1,34,34,34
M333,P.S. 333 Manhattan School for Children,5,GEN ED,60,2,30,29,31
M333,P.S. 333 Manhattan School for Children,5,CTT,22,1,22,22,22
M334,The Anderson School,5,G&T,56,2,28,28,28
M859,Special Music School,5,GEN ED,16,1,16,16,16
M007,P.S. 007 Samuel Stern,5,GEN ED,46,2,23,22,24
M012,Tag Young Scholars,5,GEN ED,28,1,28,28,28
M012,Tag Young Scholars,5,G&T,31,1,31,31,31
M037,River East Elementary,5,CTT,23,1,23,23,23
M038,P.S. 38 Roberto Clemente,5,GEN ED,24,1,24,24,24
M038,P.S. 38 Roberto Clemente,5,CTT,21,1,21,21,21
M050,P.S. 050 Vito Marcantonio,5,GEN ED,23,1,23,23,23
M050,P.S. 050 Vito Marcantonio,5,CTT,24,1,24,24,24
M057,James Weldon Johnson,5,GEN ED,83,3,27.7,27,29
M057,James Weldon Johnson,5,CTT,28,1,28,28,28
M072,The Lexington Academy,5,GEN ED,65,3,21.7,21,22
M072,The Lexington Academy,5,CTT,26,1,26,26,26
M083,P.S. 083 Luis Munoz Rivera,5,GEN ED,53,2,26.5,26,27
M096,P.S. 096 Joseph Lanzetta,5,GEN ED,51,2,25.5,25,26
M102,P.S. 102 Jacques Cartier,5,GEN ED,20,1,20,20,20
M102,P.S. 102 Jacques Cartier,5,CTT,19,1,19,19,19
M108,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,5,GEN ED,65,3,21.7,19,25
M146,P.S. 146 Ann M. Short,5,GEN ED,27,1,27,27,27
M146,P.S. 146 Ann M. Short,5,CTT,29,1,29,29,29
M155,P.S. 155 William Paca,5,GEN ED,46,2,23,22,24
M171,P.S. 171 Patrick Henry,5,GEN ED,55,3,18.3,18,19
M182,The Bilingual Bicultural School,5,GEN ED,68,3,22.7,20,26
M206,P.S. 206 Jose Celso Barbosa,5,GEN ED,42,2,21,20,22
M206,P.S. 206 Jose Celso Barbosa,5,CTT,29,2,14.5,14,15
M375,Mosaic Preparatory Academy,5,GEN ED,17,1,17,17,17
M375,Mosaic Preparatory Academy,5,CTT,25,1,25,25,25
M030,P.S. 030 Hernandez/Hughes,5,GEN ED,17,1,17,17,17
M030,P.S. 030 Hernandez/Hughes,5,CTT,20,1,20,20,20
M046,P.S. 046 Arthur Tappan,5,GEN ED,62,3,20.7,19,23
M046,P.S. 046 Arthur Tappan,5,G&T,22,1,22,22,22
M092,P.S. 092 Mary McLeod Bethune,5,GEN ED,22,1,22,22,22
M092,P.S. 092 Mary McLeod Bethune,5,CTT,23,1,23,23,23
M123,P.S. 123 Mahalia Jackson,5,GEN ED,55,2,27.5,27,28
M125,P.S. 125 Ralph Bunche,5,GEN ED,40,2,20,20,20
M125,P.S. 125 Ralph Bunche,5,CTT,17,1,17,17,17
M129,P.S. 129 John H. Finley,5,GEN ED,23,1,23,23,23
M129,P.S. 129 John H. Finley,5,CTT,22,1,22,22,22
M129,P.S. 129 John H. Finley,5,G&T,18,1,18,18,18
M133,P.S. 133 Fred R Moore,5,CTT,31,1,31,31,31
M154,P.S. 154 Harriet Tubman,5,GEN ED,50,2,25,24,26
M161,P.S. 161 Pedro Albizu Campos,5,GEN ED,104,5,20.8,18,24
M175,P.S. 175 Henry H Garnet,5,GEN ED,31,1,31,31,31
M175,P.S. 175 Henry H Garnet,5,CTT,31,1,31,31,31
M194,P.S. 194 Countee Cullen,5,GEN ED,23,1,23,23,23
M194,P.S. 194 Countee Cullen,5,CTT,26,1,26,26,26
M197,P.S. 197 John B. Russwurm,5,GEN ED,63,2,31.5,31,32
M200,P.S. 200- The James Mccune Smith School,5,GEN ED,63,4,15.8,12,22
M318,Thurgood Marshall Academy Lower School,5,GEN ED,37,2,18.5,17,20
M004,P.S. 004 Duke Ellington,5,GEN ED,69,3,23,21,24
M004,P.S. 004 Duke Ellington,5,CTT,23,1,23,23,23
M005,P.S. 005 Ellen Lurie,5,GEN ED,63,3,21,20,22
M005,P.S. 005 Ellen Lurie,5,CTT,23,1,23,23,23
M008,P.S. 008 Luis Belliard,5,GEN ED,52,2,26,25,27
M008,P.S. 008 Luis Belliard,5,CTT,25,1,25,25,25
M018,P.S. 018 Park Terrace,5,GEN ED,48,2,24,24,24
M028,P.S. 028 Wright Brothers,5,GEN ED,69,3,23,20,29
M028,P.S. 028 Wright Brothers,5,CTT,21,1,21,21,21
M048,P.S. 048 P.O. Michael J. Buczek,5,GEN ED,58,3,19.3,15,23
M048,P.S. 048 P.O. Michael J. Buczek,5,CTT,23,1,23,23,23
M098,P.S. 098 Shorac Kappock,5,GEN ED,81,3,27,24,30
M115,P.S. 115 Alexander Humboldt,5,GEN ED,96,4,24,16,33
M128,P.S. 128 Audubon,5,GEN ED,98,4,24.5,19,28
M128,P.S. 128 Audubon,5,CTT,20,1,20,20,20
M132,P.S. 132 Juan Pablo Duarte,5,GEN ED,124,4,31,29,32
M152,P.S. 152 Dyckman Valley,5,GEN ED,90,3,30,29,31
M152,P.S. 152 Dyckman Valley,5,CTT,32,1,32,32,32
M153,P.S. 153 Adam Clayton Powell,5,GEN ED,114,4,28.5,26,30
M153,P.S. 153 Adam Clayton Powell,5,G&T,24,1,24,24,24
M173,P.S. 173,5,GEN ED,56,3,18.7,17,20
M173,P.S. 173,5,CTT,19,1,19,19,19
M187,P.S./I.S. 187 Hudson Cliffs,5,GEN ED,82,3,27.3,27,28
M189,P.S. 189,5,GEN ED,106,5,21.2,19,23
M189,P.S. 189,5,CTT,23,1,23,23,23
M192,P.S. 192 Jacob H. Schiff,5,GEN ED,43,2,21.5,21,22
M210,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,5,GEN ED,40,2,20,19,21
M278,Paula Hedbavny School,5,GEN ED,58,2,29,28,30
M311,Amistad Dual Language School,5,GEN ED,41,2,20.5,19,22
M314,Muscota,5,CTT,23,1,23,23,23
M366,Washington Heights Academy,5,GEN ED,32,1,32,32,32
M368,Hamilton Heights School,5,GEN ED,35,2,17.5,17,18
X001,P.S. 001 Courtlandt School,5,GEN ED,97,4,24.3,16,29
X005,P.S. 005 Port Morris,5,GEN ED,70,4,17.5,16,19
X018,P.S. 018 John Peter Zenger,5,GEN ED,37,2,18.5,17,20
X018,P.S. 018 John Peter Zenger,5,CTT,21,1,21,21,21
X025,P.S. 025 Bilingual School,5,GEN ED,45,2,22.5,22,23
X029,P.S./M.S. 029 Melrose School,5,GEN ED,63,2,31.5,31,32
X030,P.S. 030 Wilton,5,GEN ED,46,2,23,21,25
X031,P.S./M.S. 031 The William Lloyd Garrison,5,GEN ED,41,2,20.5,19,22
X031,P.S./M.S. 031 The William Lloyd Garrison,5,CTT,23,1,23,23,23
X043,P.S. 043 Jonas Bronck,5,GEN ED,54,2,27,27,27
