DateOfBite,Breed,Age,Gender,SpayNeuter,Borough
January 10 2016,Miniature Pinscher,3,M,TRUE,Brooklyn
January 15 2016,PIT BULL/ AMERICAN BULLY,3,M,FALSE,Brooklyn
December 23 2015,Yorkshire Terrier Crossbreed,6,M,TRUE,Brooklyn
January 18 2016,Boston Terrier,4,M,TRUE,Brooklyn
January 19 2016,American Pit Bull Terrier/Pit Bull,8,F,FALSE,Brooklyn
January 18 2016,Chihuahua Crossbreed,4,F,TRUE,Brooklyn
January 21 2016,Chihuahua,1,M,FALSE,Brooklyn
January 21 2016,Rottweiler,2,M,FALSE,Brooklyn
January 21 2016,Rottweiler,2,M,FALSE,Brooklyn
January 21 2016,PERSA CANARIO,9,M,FALSE,Brooklyn
January 21 2016,Jack Russ,7,M,FALSE,Brooklyn
January 23 2016,JACK RUSSELL X,2,M,TRUE,Brooklyn
January 22 2016,American Pit Bull Mix / Pit Bull Mix,3,M,TRUE,Brooklyn
January 23 2016,Chihuahua,1,M,FALSE,Brooklyn
January 27 2016,BEAGLE/LAB X,1,F,TRUE,Brooklyn
February 02 2016,American Pit Bull Terrier/Pit Bull,8,M,TRUE,Brooklyn
February 02 2016,BELGIAN SHEPHERD,3,F,TRUE,Brooklyn
February 04 2016,Chihuahua,1,M,FALSE,Brooklyn
February 04 2016,Boston Terrier,4,M,TRUE,Brooklyn
February 06 2016,Silky Terrier,6,M,FALSE,Brooklyn
February 09 2016,Pit Bull,4,M,FALSE,Brooklyn
February 10 2016,American Pit Bull Mix / Pit Bull Mix,9,F,TRUE,Brooklyn
February 15 2016,Yorkshire Terrier,6,M,TRUE,Brooklyn
February 13 2016,American Pit Bull Mix / Pit Bull Mix,4,M,FALSE,Brooklyn
February 13 2016,Maltese,6,M,FALSE,Brooklyn
February 11 2016,American Pit Bull Terrier/Pit Bull,9,M,FALSE,Brooklyn
February 18 2016,AUSTRALIAN CATTLE BLUE HEELER X,5,M,TRUE,Brooklyn
February 18 2016,German Shepherd,1,M,TRUE,Brooklyn
February 22 2016,BELIGUM/GERMAN SHEP X,2,M,TRUE,Brooklyn
February 17 2016,LABRADOR RETR/PIT BULL X,2,M,TRUE,Brooklyn
February 23 2016,Cocker Spaniel Crossbreed,6,F,TRUE,Brooklyn
February 25 2016,American Pit Bull Mix / Pit Bull Mix,1,F,TRUE,Brooklyn
February 25 2016,Border Terrier,13,M,TRUE,Brooklyn
February 10 2016,Labrador Retriever,2,M,TRUE,Brooklyn
February 29 2016,SHIH TZU/MALTESE X,5,M,TRUE,Brooklyn
February 28 2016,Yorkshire Terrier,3,F,FALSE,Brooklyn
February 25 2016,LAB/COLLIE X,13,F,TRUE,Brooklyn
February 28 2016,Miniature Pinscher,5,M,FALSE,Brooklyn
February 16 2016,Yorkshire Terrier Crossbreed,3,F,TRUE,Brooklyn
February 22 2016,Dalmatian,6,M,TRUE,Brooklyn
March 05 2016,Pit Bull,2,M,FALSE,Brooklyn
January 17 2016,American Pit Bull Mix / Pit Bull Mix,11,M,FALSE,Brooklyn
February 24 2016,American Pit Bull Terrier/Pit Bull,5,F,TRUE,Brooklyn
March 04 2016,RAT TERRIER,4,M,TRUE,Brooklyn
March 05 2016,American Pit Bull Terrier/Pit Bull,8,M,FALSE,Brooklyn
February 21 2016,AMER STAFF/LAB X,6,M,FALSE,Brooklyn
March 11 2016,JACK RUSSELL/CHIHUAHUA X,5,M,FALSE,Brooklyn
March 13 2016,Pug,7,M,TRUE,Brooklyn
March 10 2016,Shiba Inu,1,F,FALSE,Brooklyn
March 10 2016,Pit Bull,5,M,FALSE,Brooklyn
March 12 2016,Shiba Inu,2,F,TRUE,Brooklyn
March 15 2016,Labrador Retriever Crossbreed,7,M,TRUE,Brooklyn
March 12 2016,American Pit Bull Mix / Pit Bull Mix,11,M,TRUE,Brooklyn
March 16 2016,POODLE,13,F,FALSE,Brooklyn
March 17 2016,German Shepherd Crossbreed,9,M,TRUE,Brooklyn
March 10 2016,Pit Bull,1,M,TRUE,Brooklyn
March 18 2016,SHEPHERD MIX,9,M,FALSE,Brooklyn
March 19 2016,American Pit Bull Terrier/Pit Bull,7,M,FALSE,Brooklyn
March 19 2016,Bull Dog; English,2,M,FALSE,Brooklyn
March 14 2016,American Pit Bull Mix / Pit Bull Mix,8,M,TRUE,Brooklyn
March 23 2016,Bull Dog; French,7,F,FALSE,Brooklyn
March 25 2016,JACK RUSS TERR X- CHIHUAHUA,5,M,FALSE,Brooklyn
March 30 2016,DOGO ARGENTINO X,3,M,FALSE,Brooklyn
March 28 2016,Cairn Terrier,1,M,TRUE,Brooklyn
March 30 2016,Boxer,9,M,TRUE,Brooklyn
March 26 2016,Schnauzer; Standard,4,M,FALSE,Brooklyn
April 01 2016,American Pit Bull Terrier/Pit Bull,5,M,FALSE,Brooklyn
April 01 2016,TERRIER/ROTTWEILER X,6,M,FALSE,Brooklyn
April 05 2016,American Pit Bull Mix / Pit Bull Mix,4,M,FALSE,Brooklyn
April 06 2016,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn
April 07 2016,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE,Brooklyn
April 07 2016,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE,Brooklyn
April 08 2016,Pit Bull,7,M,FALSE,Brooklyn
April 07 2016,Dachshund Smooth Coat Miniature,7,M,FALSE,Brooklyn
April 07 2016,STAFFORDSHIRE TERRIER/PITBULL MIX,1,F,TRUE,Brooklyn
April 11 2016,American Pit Bull Mix / Pit Bull Mix,3,M,TRUE,Brooklyn
April 04 2016,MALTESE X,3,M,FALSE,Brooklyn
April 10 2016,CORGI,2,M,FALSE,Brooklyn
April 14 2016,Pekingese,3,M,TRUE,Brooklyn
April 14 2016,Pharoh hound,2,M,TRUE,Brooklyn
April 17 2016,Labrador Retriever Crossbreed,3,F,TRUE,Brooklyn
April 18 2016,Rhodesian Ridgeback,8,M,TRUE,Brooklyn
April 14 2016,Pit Bull,10,F,TRUE,Brooklyn
April 15 2016,LHASA APSO/MALTESE,5,M,TRUE,Brooklyn
April 19 2016,American Pit Bull Terrier/Pit Bull,3,M,TRUE,Brooklyn
April 19 2016,Beagle,6,M,TRUE,Brooklyn
April 20 2016,Pit Bull,7,M,TRUE,Brooklyn
April 21 2016,Pit Bull,3,M,FALSE,Brooklyn
April 19 2016,Collie; Border,7,F,TRUE,Brooklyn
April 23 2016,Maltese,6,M,TRUE,Brooklyn
April 17 2016,Beagle Crossbreed,5,M,TRUE,Brooklyn
April 19 2016,Pit Bull,7,F,TRUE,Brooklyn
April 25 2016,BLUE NOSED PIT BULL,3,F,FALSE,Brooklyn
April 29 2016,Yorkshire Terrier Crossbreed,1,M,TRUE,Brooklyn
April 21 2016,SHEPARD X,4,M,TRUE,Brooklyn
May 02 2016,Dalmatian,1,M,TRUE,Brooklyn
May 05 2016,American Pit Bull Mix / Pit Bull Mix,4,F,FALSE,Brooklyn
May 03 2016,Cocker Spaniel,5,M,TRUE,Brooklyn
April 30 2016,Chihuahua,9,M,TRUE,Brooklyn
May 09 2016,Pit Bull,2,M,TRUE,Brooklyn
May 10 2016,Golden Retriever,11,M,TRUE,Brooklyn
May 10 2016,Shih Tzu,2,M,FALSE,Brooklyn
May 09 2016,American Pit Bull Mix / Pit Bull Mix,4,M,TRUE,Brooklyn
May 12 2016,Beagle Crossbreed,4,M,TRUE,Brooklyn
May 12 2016,POODLE X,12,M,TRUE,Brooklyn
May 11 2016,Jack Russ,7,M,TRUE,Brooklyn
May 15 2016,Pit Bull,9,M,FALSE,Brooklyn
May 17 2016,American Staffordshire Terrier,2,M,TRUE,Brooklyn
May 17 2016,Rottweiler,1,M,TRUE,Brooklyn
May 20 2016,Mixed/Other,5,M,FALSE,Brooklyn
May 19 2016,Pit Bull,1,F,TRUE,Brooklyn
May 23 2016,Poodle; Miniature,2,M,FALSE,Brooklyn
May 22 2016,American Pit Bull Terrier/Pit Bull,8,M,FALSE,Brooklyn
May 12 2016,Rottweiler,2,M,TRUE,Brooklyn
May 23 2016,Yorkshire Terrier,1,M,TRUE,Brooklyn
May 21 2016,Jindo Dog;,7,M,TRUE,Brooklyn
May 25 2016,Weimaraner,4,M,TRUE,Brooklyn
May 22 2016,GOLD RETRIEVER/LAB/CHOW CHOW X,1,M,TRUE,Brooklyn
May 19 2016,Pit Bull,6,M,TRUE,Brooklyn
May 27 2016,American Pit Bull Terrier/Pit Bull,11,M,TRUE,Brooklyn
May 26 2016,Bull Terrier,5,M,FALSE,Brooklyn
May 26 2016,German Shepherd,8,F,FALSE,Brooklyn
June 01 2016,Pit Bull,4,M,FALSE,Brooklyn
June 04 2016,PIT BULL/LAB X,6,M,FALSE,Brooklyn
June 05 2016,Poodle; Toy,2,M,FALSE,Brooklyn
June 03 2016,Chihuahua Crossbreed,2,M,FALSE,Brooklyn
June 04 2016,Mixed/Other,3,F,TRUE,Brooklyn
May 29 2016,Yorkshire Terrier,9,M,FALSE,Brooklyn
June 09 2016,Bull Dog; French,4,M,TRUE,Brooklyn
June 13 2016,Pit Bull,3,M,FALSE,Brooklyn
June 13 2016,TERRIER HOUND X,1,M,TRUE,Brooklyn
June 11 2016,AMERICAN BULLY,3,F,TRUE,Brooklyn
June 11 2016,Pomeranian,8,M,FALSE,Brooklyn
June 10 2016,PIT BULL/ROTTWEILER,3,M,FALSE,Brooklyn
June 15 2016,American Pit Bull Mix / Pit Bull Mix,2,M,FALSE,Brooklyn
June 16 2016,American Pit Bull Terrier/Pit Bull,2,F,TRUE,Brooklyn
June 17 2016,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE,Brooklyn
June 07 2016,BORDER COLLIE X,1,M,TRUE,Brooklyn
June 12 2016,DACHSHUND,6,M,TRUE,Brooklyn
June 17 2016,Yorkshire Terrier,2,M,FALSE,Brooklyn
June 21 2016,Chihuahua Crossbreed,9,M,TRUE,Brooklyn
June 21 2016,Shih Tzu,1,M,FALSE,Brooklyn
June 21 2016,Mixed/Other,6,F,FALSE,Brooklyn
June 23 2016,Chihuahua,8,M,FALSE,Brooklyn
June 22 2016,LHASA APSO/POODLE X,3,M,FALSE,Brooklyn
June 23 2016,American Pit Bull Mix / Pit Bull Mix,4,F,TRUE,Brooklyn
June 23 2016,American Pit Bull Mix / Pit Bull Mix,6,F,TRUE,Brooklyn
June 24 2016,American Staffordshire Terrier,3,M,TRUE,Brooklyn
June 27 2016,Newfoundland,3,F,FALSE,Brooklyn
June 26 2016,American Pit Bull Terrier/Pit Bull,1,M,TRUE,Brooklyn
June 22 2016,Bichon Frise,5,M,TRUE,Brooklyn
June 29 2016,Jack Russ,8,M,TRUE,Brooklyn
June 25 2016,LABRADOR/MIX,9,M,TRUE,Brooklyn
June 25 2016,American Pit Bull Mix / Pit Bull Mix,1,M,TRUE,Brooklyn
June 30 2016,LAB/CHOW CHOW X,8,M,FALSE,Brooklyn
July 03 2016,Boxer,8,M,FALSE,Brooklyn
July 03 2016,Belgian Malinois,4,F,TRUE,Brooklyn
July 02 2016,American Staffordshire Terrier,9,M,FALSE,Brooklyn
July 02 2016,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE,Brooklyn
July 01 2016,LABRADOR MIX,5,M,TRUE,Brooklyn
July 07 2016,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn
June 24 2016,Bull dog,3,M,TRUE,Brooklyn
July 10 2016,Brussels Griffon,5,M,FALSE,Brooklyn
July 10 2016,Chow Chow,4,M,FALSE,Brooklyn
July 02 2016,German Shepherd,1,F,TRUE,Brooklyn
July 08 2016,American Staffordshire Terrier,2,M,TRUE,Brooklyn
July 09 2016,Silky Terrier,2,M,TRUE,Brooklyn
July 13 2016,American Pit Bull Mix / Pit Bull Mix,2,M,FALSE,Brooklyn
July 10 2016,MALTESE/TERRIER X,8,M,TRUE,Brooklyn
July 14 2016,Silky Terrier,3,M,FALSE,Brooklyn
July 14 2016,MINI AUSTRALIAN SHEPHERD,8,M,TRUE,Brooklyn
July 16 2016,POMERANIAN/TERRIER,5,M,TRUE,Brooklyn
July 19 2016,Great Dane,1,F,TRUE,Brooklyn
July 17 2016,Boston Terrier,1,M,FALSE,Brooklyn
July 19 2016,MASTIFF,4,M,FALSE,Brooklyn
July 20 2016,American Pit Bull Terrier/Pit Bull,1,M,FALSE,Brooklyn
July 13 2016,MIX BREED/ PIT BULL,3,F,FALSE,Brooklyn
July 22 2016,SHEPHERD/PIT BULL X,1,M,TRUE,Brooklyn
July 23 2016,Shiba Inu,9,M,TRUE,Brooklyn
July 25 2016,Siberian Husky,1,M,FALSE,Brooklyn
July 22 2016,Pit Bull,2,M,FALSE,Brooklyn
July 23 2016,CATAHOULA CUR,4,F,TRUE,Brooklyn
July 23 2016,German Shepherd,7,M,TRUE,Brooklyn
July 27 2016,American Pit Bull Mix / Pit Bull Mix,10,F,FALSE,Brooklyn
July 27 2016,Maltese,7,M,FALSE,Brooklyn
July 30 2016,MALTESE X,3,F,FALSE,Brooklyn
July 29 2016,Pomeranian,5,M,FALSE,Brooklyn
July 17 2016,LOWCHEN,13,M,TRUE,Brooklyn
July 30 2016,Labrador Retriever Crossbreed,1,M,FALSE,Brooklyn
July 30 2016,Labrador Retriever Crossbreed,1,M,FALSE,Brooklyn
July 30 2016,Labrador Retriever Crossbreed,1,M,FALSE,Brooklyn
July 31 2016,MUTT / MIX,5,M,TRUE,Brooklyn
July 29 2016,Staffordshire Bull Terrier,4,M,TRUE,Brooklyn
July 23 2016,SHIH TZU MIX,2,F,FALSE,Brooklyn
July 28 2016,Boxer,9,M,TRUE,Brooklyn
June 29 2016,MORKIE,3,M,FALSE,Brooklyn
August 01 2016,SHICHI,2,M,TRUE,Brooklyn
June 20 2016,American Pit Bull Mix / Pit Bull Mix,2,M,TRUE,Brooklyn
August 06 2016,STAFFORDSHIRE X,2,M,FALSE,Brooklyn
August 06 2016,STAFFORDSHIRE X,2,M,FALSE,Brooklyn
August 05 2016,Pit Bull,1,M,FALSE,Brooklyn
August 06 2016,MINI AUSTRALIAN SHEPHERD,1,M,TRUE,Brooklyn
August 07 2016,American Pit Bull Terrier/Pit Bull,6,M,FALSE,Brooklyn
August 12 2016,Poodle; Toy,2,M,FALSE,Brooklyn
August 10 2016,Pit Bull,5,M,TRUE,Brooklyn
August 13 2016,Shih Tzu,6,F,FALSE,Brooklyn
August 05 2016,Labrador Retriever,2,F,FALSE,Brooklyn
August 12 2016,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Brooklyn
August 13 2016,CHOW/SCHNAUZER X,7,F,TRUE,Brooklyn
August 13 2016,Labrador Retriever,10,M,FALSE,Brooklyn
August 16 2016,American Pit Bull Mix / Pit Bull Mix,1,F,FALSE,Brooklyn
August 07 2016,CATAHOULA X,2,M,TRUE,Brooklyn
August 17 2016,Bull Terrier,3,M,FALSE,Brooklyn
August 17 2016,GOLDEN RETREIVER MIX,4,M,TRUE,Brooklyn
August 19 2016,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn
August 21 2016,Shih Tzu,6,M,FALSE,Brooklyn
August 22 2016,American Pit Bull Terrier/Pit Bull,6,F,FALSE,Brooklyn
August 18 2016,Bichon Frise,9,M,TRUE,Brooklyn
August 10 2016,LAB/RAT TERRIER X,7,F,TRUE,Brooklyn
August 20 2016,TERRIER X,1,M,FALSE,Brooklyn
August 24 2016,MALTESE / SHIH TZU MIX,3,M,FALSE,Brooklyn
August 28 2016,American Pit Bull Terrier/Pit Bull,4,F,FALSE,Brooklyn
August 28 2016,American Pit Bull Terrier/Pit Bull,4,F,FALSE,Brooklyn
August 25 2016,American Pit Bull Terrier/Pit Bull,4,M,TRUE,Brooklyn
August 28 2016,American Pit Bull Mix / Pit Bull Mix,2,M,FALSE,Brooklyn
August 28 2016,BASENJI TERRIER X,7,M,TRUE,Brooklyn
August 25 2016,Cane Corso,6,M,FALSE,Brooklyn
August 28 2016,American Pit Bull Terrier/Pit Bull,2,F,TRUE,Brooklyn
August 30 2016,Pit Bull,4,M,TRUE,Brooklyn
August 23 2016,American Pit Bull Mix / Pit Bull Mix,1,F,FALSE,Brooklyn
August 30 2016,Poodle; Toy,5,M,FALSE,Brooklyn
August 27 2016,MALTESE MIX,4,M,TRUE,Brooklyn
August 25 2016,German Shepherd,3,F,TRUE,Brooklyn
September 05 2016,Pit Bull,4,F,FALSE,Brooklyn
September 05 2016,Pit Bull,7,M,TRUE,Brooklyn
September 05 2016,Pit Bull,7,M,FALSE,Brooklyn
September 02 2016,Chihuahua,10,M,TRUE,Brooklyn
September 02 2016,Pomeranian,9,M,FALSE,Brooklyn
September 03 2016,MALTESE MIX,8,M,FALSE,Brooklyn
August 23 2016,Cocker Spaniel,7,M,TRUE,Brooklyn
September 07 2016,Pomeranian,2,M,TRUE,Brooklyn
September 09 2016,Jack Russ,5,M,FALSE,Brooklyn
September 11 2016,Schnauzer; Standard,3,F,TRUE,Brooklyn
September 10 2016,Pomeranian,5,F,FALSE,Brooklyn
September 06 2016,American Pit Bull Terrier/Pit Bull,4,M,FALSE,Brooklyn
September 14 2016,Pekingese,3,F,FALSE,Brooklyn
June 09 2016,WESTIE-PIT BULL X,2,M,TRUE,Brooklyn
September 18 2016,Akita,2,M,FALSE,Brooklyn
September 18 2016,German Shepherd,2,F,TRUE,Brooklyn
September 06 2016,MIXED,2,F,FALSE,Brooklyn
September 17 2016,Mastiff; Old English,3,M,FALSE,Brooklyn
September 19 2016,LHASA APSO/POODLE X,5,M,TRUE,Brooklyn
September 21 2016,Labrador Retriever,2,M,TRUE,Brooklyn
September 24 2016,German Shepherd Crossbreed,9,F,TRUE,Brooklyn
September 23 2016,MALTIPOO,4,M,TRUE,Brooklyn
September 13 2016,Pit Bull,5,M,FALSE,Brooklyn
September 26 2016,Boston Terrier,2,M,FALSE,Brooklyn
September 28 2016,American Staffordshire Terrier,1,F,FALSE,Brooklyn
September 27 2016,American Pit Bull Mix / Pit Bull Mix,9,M,TRUE,Brooklyn
September 29 2016,MIXED,1,M,TRUE,Brooklyn
September 30 2016,Bichon Frise,4,M,TRUE,Brooklyn
October 01 2016,Jack Russ,10,M,TRUE,Brooklyn
September 27 2016,German Shepherd Crossbreed,2,M,TRUE,Brooklyn
October 01 2016,Pit Bull,1,M,FALSE,Brooklyn
October 04 2016,Poodle; Toy,3,M,FALSE,Brooklyn
October 05 2016,Schnauzer; Miniature,1,M,FALSE,Brooklyn
September 30 2016,Pit Bull,1,M,FALSE,Brooklyn
October 03 2016,American Pit Bull Terrier/Pit Bull,3,F,TRUE,Brooklyn
October 09 2016,American Pit Bull Terrier/Pit Bull,8,M,TRUE,Brooklyn
October 12 2016,QUEENSLAND BLUE HEALER,1,M,TRUE,Brooklyn
September 23 2016,Yorkshire Terrier,5,F,TRUE,Brooklyn
October 12 2016,Bull Dog; English,7,M,TRUE,Brooklyn
October 12 2016,GERMAN SHEPHERD/COLLIE X,10,M,TRUE,Brooklyn
October 15 2016,Pomeranian,2,F,FALSE,Brooklyn
October 19 2016,Chihuahua,6,M,TRUE,Brooklyn
October 18 2016,German Shepherd,8,M,FALSE,Brooklyn
October 14 2016,TERRIER MIX,4,F,FALSE,Brooklyn
September 15 2016,Yorkshire Terrier,3,M,TRUE,Brooklyn
October 23 2016,Pit Bull,5,F,FALSE,Brooklyn
October 23 2016,Pit Bull,5,F,FALSE,Brooklyn
October 22 2016,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Brooklyn
October 24 2016,Bull Dog; English,3,M,TRUE,Brooklyn
October 24 2016,MIXED,11,M,FALSE,Brooklyn
October 25 2016,Lhasa Apso,6,M,TRUE,Brooklyn
October 24 2016,Shih Tzu,7,M,TRUE,Brooklyn
October 25 2016,BELGIUM SHEPARD,4,F,TRUE,Brooklyn
October 28 2016,MALTESE X,2,M,TRUE,Brooklyn
October 28 2016,Chihuahua,12,M,TRUE,Brooklyn
October 29 2016,ITALIAN MASTIFF/CANE CORSO X,1,F,TRUE,Brooklyn
October 27 2016,Shih Tzu,11,M,TRUE,Brooklyn
October 08 2016,Beagle Crossbreed,9,M,TRUE,Brooklyn
November 02 2016,CHIHUAHUA / POODLE MIX,13,M,FALSE,Brooklyn
November 04 2016,Cocker Spaniel,1,M,TRUE,Brooklyn
October 29 2016,Bull dog,6,M,FALSE,Brooklyn
October 24 2016,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn
October 29 2016,American Pit Bull Terrier/Pit Bull,5,M,FALSE,Brooklyn
October 29 2016,American Pit Bull Terrier/Pit Bull,5,M,FALSE,Brooklyn
October 29 2016,American Pit Bull Terrier/Pit Bull,5,M,FALSE,Brooklyn
November 07 2016,GOLDEN RETREIVER X,4,M,TRUE,Brooklyn
November 08 2016,ROTTWEILER MIX,2,M,TRUE,Brooklyn
October 29 2016,American Pit Bull Terrier/Pit Bull,3,M,TRUE,Brooklyn
November 10 2016,American Pit Bull Mix / Pit Bull Mix,2,M,FALSE,Brooklyn
November 12 2016,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Brooklyn
November 11 2016,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE,Brooklyn
November 12 2016,American Pit Bull Mix / Pit Bull Mix,4,F,TRUE,Brooklyn
November 13 2016,Shih Tzu,8,M,TRUE,Brooklyn
November 16 2016,PIT BULL/YORKIE X,4,M,TRUE,Brooklyn
November 20 2016,Beagle,3,M,TRUE,Brooklyn
November 08 2016,Miniature Pinscher,7,F,FALSE,Brooklyn
November 17 2016,Cane Corso,6,M,FALSE,Brooklyn
November 22 2016,Havanese,2,M,TRUE,Brooklyn
November 24 2016,Bull Terrier,1,M,FALSE,Brooklyn
November 22 2016,German Shepherd Crossbreed,8,M,FALSE,Brooklyn
November 26 2016,Shiba Inu,2,F,FALSE,Brooklyn
November 25 2016,MALTESE MIX,11,F,FALSE,Brooklyn
November 19 2016,PIT BULL/GREY HOUND X,8,M,TRUE,Brooklyn
November 27 2016,CHIHUAHUA MIX,2,M,FALSE,Brooklyn
November 28 2016,Miniature Pinscher,14,F,FALSE,Brooklyn
November 29 2016,Cairn Terrier,5,M,TRUE,Brooklyn
December 01 2016,GREYHOUND / LABRADOR MIX,5,F,TRUE,Brooklyn
December 03 2016,Labrador Retriever Crossbreed,3,F,TRUE,Brooklyn
December 05 2016,Labrador Retriever Crossbreed,5,M,TRUE,Brooklyn
December 03 2016,Labrador Retriever Crossbreed,2,F,TRUE,Brooklyn
December 06 2016,Pit Bull,7,M,TRUE,Brooklyn
November 04 2016,German Shepherd,8,M,TRUE,Brooklyn
December 08 2016,BORDER COLLIE MIX,4,F,TRUE,Brooklyn
December 10 2016,Pit Bull,4,F,TRUE,Brooklyn
December 02 2016,SCHNAUZER / SHIH TZU MIX,2,M,FALSE,Brooklyn
December 14 2016,AUSTRALIAN CATTLEDOG,7,M,TRUE,Brooklyn
December 16 2016,Mixed/Other,1,M,FALSE,Brooklyn
December 19 2016,Shiba Inu,6,M,TRUE,Brooklyn
December 19 2016,American Pit Bull Mix / Pit Bull Mix,4,M,FALSE,Brooklyn
December 24 2016,Beagle,6,M,TRUE,Brooklyn
December 24 2016,Shih Tzu,2,M,FALSE,Brooklyn
December 25 2016,Shih Tzu,2,F,FALSE,Brooklyn
December 27 2016,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn
December 22 2016,Yorkshire Terrier,10,M,TRUE,Brooklyn
December 30 2016,American Pit Bull Mix / Pit Bull Mix,5,F,FALSE,Brooklyn
January 02 2017,Labrador Retriever Crossbreed,2,M,FALSE,Brooklyn
December 31 2016,Lhasa Apso,8,M,TRUE,Brooklyn
January 02 2017,Lhasa Apso,8,M,TRUE,Brooklyn
December 31 2016,MALTESE X,5,M,FALSE,Brooklyn
December 12 2016,Pit Bull,3,M,TRUE,Brooklyn
January 10 2017,Jack Russ,10,M,TRUE,Brooklyn
January 02 2017,Shih Tzu,7,M,FALSE,Brooklyn
January 11 2017,MALTESE / SHIH TZU MIX,2,F,TRUE,Brooklyn
January 12 2017,Pit Bull,1,M,FALSE,Brooklyn
January 12 2017,Pit Bull,2,F,TRUE,Brooklyn
January 16 2017,Pit Bull,1,F,FALSE,Brooklyn
January 17 2017,Jack Russ,1,F,FALSE,Brooklyn
January 16 2017,LABRADOR/PIT BULL X,4,M,TRUE,Brooklyn
January 15 2017,Shih Tzu,2,M,FALSE,Brooklyn
January 14 2017,Pit Bull,5,M,FALSE,Brooklyn
January 14 2017,Shih Tzu,9,F,FALSE,Brooklyn
January 14 2017,Boxer,2,M,TRUE,Brooklyn
January 19 2017,MIXED,3,F,FALSE,Brooklyn
January 18 2017,Doberman Pinscher,8,M,TRUE,Brooklyn
January 13 2017,Bull Dog; English,3,M,FALSE,Brooklyn
January 15 2017,TOY FOX TERRIER,2,M,TRUE,Brooklyn
January 25 2017,AUSTRALIAN CATTLE,2,M,TRUE,Brooklyn
January 25 2017,American Pit Bull Terrier/Pit Bull,3,M,TRUE,Brooklyn
January 28 2017,JACK RUSSELL X,4,M,TRUE,Brooklyn
January 31 2017,German Shepherd Crossbreed,2,F,TRUE,Brooklyn
February 04 2017,POODLE X,2,M,FALSE,Brooklyn
February 06 2017,Siberian Husky,5,M,TRUE,Brooklyn
February 06 2017,MUTT,5,M,FALSE,Brooklyn
February 08 2017,Pit Bull,2,F,TRUE,Brooklyn
February 07 2017,Mixed/Other,8,M,FALSE,Brooklyn
February 08 2017,German Shepherd,11,M,TRUE,Brooklyn
February 11 2017,YORKIE POO- YORKSHIRE TERRIER/MALTESE/POODLE,2,F,TRUE,Brooklyn
February 12 2017,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Brooklyn
February 15 2017,American Pit Bull Mix / Pit Bull Mix,4,M,TRUE,Brooklyn
February 17 2017,American Pit Bull Terrier/Pit Bull,6,M,FALSE,Brooklyn
February 18 2017,American Pit Bull Mix / Pit Bull Mix,1,M,TRUE,Brooklyn
February 21 2017,PIT BULL MIX,2,M,TRUE,Brooklyn
February 12 2017,ROTTWEILER X,8,M,TRUE,Brooklyn
February 25 2017,Jack Russ,3,F,FALSE,Brooklyn
February 25 2017,Shih Tzu,3,M,FALSE,Brooklyn
February 25 2017,EXOTIC AMERICAN BULLY,2,M,FALSE,Brooklyn
March 03 2017,Silky Terrier,1,M,FALSE,Brooklyn
March 04 2017,Cane Corso,3,M,TRUE,Brooklyn
August 27 2016,Pit Bull,4,M,TRUE,Brooklyn
February 22 2017,Pekingese,2,M,FALSE,Brooklyn
March 09 2017,American Pit Bull Terrier/Pit Bull,2,F,TRUE,Brooklyn
March 09 2017,Coonhound; Black and Tan,1,M,TRUE,Brooklyn
February 26 2017,Yorkshire Terrier,4,F,TRUE,Brooklyn
March 12 2017,Bull Dog; French,3,M,TRUE,Brooklyn
March 11 2017,Brussels Griffon,6,M,TRUE,Brooklyn
March 14 2017,American Pit Bull Terrier/Pit Bull,3,M,FALSE,Brooklyn
March 17 2017,Shih Tzu,9,F,TRUE,Brooklyn
March 17 2017,MASTIFF MIX,8,M,TRUE,Brooklyn
March 20 2017,Golden Retriever,9,F,TRUE,Brooklyn
March 18 2017,Beagle Crossbreed,4,F,TRUE,Brooklyn
March 21 2017,American Pit Bull Mix / Pit Bull Mix,8,M,TRUE,Brooklyn
March 12 2017,MINI AUSTRALIAN SHEPHERD,2,M,TRUE,Brooklyn
March 22 2017,Shih Tzu,3,F,TRUE,Brooklyn
March 22 2017,Shih Tzu,4,M,FALSE,Brooklyn
March 22 2017,MIXED,7,M,TRUE,Brooklyn
March 23 2017,LABRADOR MIX,7,F,TRUE,Brooklyn
March 23 2017,Chihuahua Crossbreed,4,M,TRUE,Brooklyn
March 19 2017,Pekingese,6,M,FALSE,Brooklyn
March 03 2017,Maltese,5,M,TRUE,Brooklyn
